REPORTING YEAR|PARENT_COMPANY|GAS|SECTOR|GHG_CONTRIBUTION|2018_UPSTREAM_RANK|2018_MIDSTREAM_RANK|2018_OVERALL_RANK|STANDARD_COMPANY_NAME
2013|Cimarex Energy Co. of Colorado|N2O|Upstream|55.0|312.0|279.0||CIMAREX ENERGY
2011|Cimarex Energy Company|CH4|Upstream|188371.0|312.0|279.0||CIMAREX ENERGY
2011|Cimarex Energy Company|CO2|Upstream|129744.0|312.0|279.0||CIMAREX ENERGY
2011|Cimarex Energy Company|N2O|Upstream|195.0|312.0|279.0||CIMAREX ENERGY
2012|Cimarex Energy Company|CH4|Upstream|188610.0|312.0|279.0||CIMAREX ENERGY
2012|Cimarex Energy Company|CO2|Upstream|91404.0|312.0|279.0||CIMAREX ENERGY
2012|Cimarex Energy Company|N2O|Upstream|114.0|312.0|279.0||CIMAREX ENERGY
2013|Cimarex Energy Company|CH4|Upstream|217816.0|312.0|279.0||CIMAREX ENERGY
2013|Cimarex Energy Company|CO2|Upstream|120995.0|312.0|279.0||CIMAREX ENERGY
2013|Cimarex Energy Company|N2O|Upstream|80.0|312.0|279.0||CIMAREX ENERGY
2011|Classic Hydrocarbons, LLC|CH4|Upstream|34607.0|312.0|279.0||CLASSIC HYDROCARBONS
2011|Classic Hydrocarbons, LLC|CO2|Upstream|15611.0|312.0|279.0||CLASSIC HYDROCARBONS
2014|Classic Hydrocarbons, LLC|CO2|Upstream|0.0|312.0|279.0||CLASSIC HYDROCARBONS
2011|Clayton Williams Energy, Inc.|CH4|Upstream|94829.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2011|Clayton Williams Energy, Inc.|CO2|Upstream|10407.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2011|Clayton Williams Energy, Inc.|N2O|Upstream|4.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2012|Clayton Williams Energy, Inc.|CH4|Upstream|112116.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2012|Clayton Williams Energy, Inc.|CO2|Upstream|2206.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2013|Clayton Williams Energy, Inc.|CH4|Upstream|116085.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2013|Clayton Williams Energy, Inc.|CO2|Upstream|1722.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2013|Clayton Williams Energy, Inc.|N2O|Upstream|38.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2014|Clayton Williams Energy, Inc.|CH4|Upstream|122331.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2014|Clayton Williams Energy, Inc.|CO2|Upstream|1788.0|312.0|279.0||CLAYTON WILLIAMS ENERGY
2018|Cogent Midstream WesTex, LLC|CH4|Midstream|25054.0|312.0|111.0|218.0|COGENT MIDSTREAM WESTEX
2018|Cogent Midstream WesTex, LLC|CO2|Midstream|154079.0|312.0|111.0|218.0|COGENT MIDSTREAM WESTEX
2018|Cogent Midstream WesTex, LLC|N2O|Midstream|89.0|312.0|111.0|218.0|COGENT MIDSTREAM WESTEX
2018|Cogent Midstream Westex, LLC|CH4|Midstream|1386.0|312.0|179.0|339.0|COGENT MIDSTREAM WESTEX
2018|Cogent Midstream Westex, LLC|CO2|Midstream|47562.0|312.0|179.0|339.0|COGENT MIDSTREAM WESTEX
2018|Cogent Midstream Westex, LLC|N2O|Midstream|24.0|312.0|179.0|339.0|COGENT MIDSTREAM WESTEX
2011|Coleman Oil and Gas, Inc.|CH4|Upstream|4915.0|312.0|279.0||COLEMAN OIL AND GAS
2011|Coleman Oil and Gas, Inc.|CO2|Upstream|7371.0|312.0|279.0||COLEMAN OIL AND GAS
2015|Columbia Pipeline Group|CH4|Midstream|64084.85|312.0|279.0||COLUMBIA PIPELINE GROUP
2015|Columbia Pipeline Group|CO2|Midstream|206675.19999999998|312.0|279.0||COLUMBIA PIPELINE GROUP
2015|Columbia Pipeline Group|N2O|Midstream|116.675|312.0|279.0||COLUMBIA PIPELINE GROUP
2016|Columbia Pipeline Group|CH4|Midstream|2243.425|312.0|279.0||COLUMBIA PIPELINE GROUP
2016|Columbia Pipeline Group|CO2|Midstream|47794.025|312.0|279.0||COLUMBIA PIPELINE GROUP
2016|Columbia Pipeline Group|N2O|Midstream|26.6|312.0|279.0||COLUMBIA PIPELINE GROUP
2011|ConocoPhillips|CH4|Upstream|37747.0|312.0|279.0||CONOCOPHILLIPS
2011|ConocoPhillips|CO2|Upstream|772144.0|312.0|279.0||CONOCOPHILLIPS
2011|ConocoPhillips|N2O|Upstream|531.0|312.0|279.0||CONOCOPHILLIPS
2012|ConocoPhillips|CH4|Upstream|35294.0|312.0|279.0||CONOCOPHILLIPS
2012|ConocoPhillips|CO2|Upstream|716434.0|312.0|279.0||CONOCOPHILLIPS
2012|ConocoPhillips|N2O|Upstream|523.0|312.0|279.0||CONOCOPHILLIPS
2013|ConocoPhillips|CH4|Upstream|23806.0|312.0|279.0||CONOCOPHILLIPS
2013|ConocoPhillips|CO2|Upstream|733796.0|312.0|279.0||CONOCOPHILLIPS
2013|ConocoPhillips|N2O|Upstream|535.0|312.0|279.0||CONOCOPHILLIPS
2014|ConocoPhillips|CH4|Upstream|22565.0|312.0|279.0||CONOCOPHILLIPS
2014|ConocoPhillips|CO2|Upstream|755490.0|312.0|279.0||CONOCOPHILLIPS
2014|ConocoPhillips|N2O|Upstream|613.0|312.0|279.0||CONOCOPHILLIPS
2011|Continental Resources, Inc.|CH4|Upstream|662077.0|312.0|279.0||CONTINENTAL RESOURCES
2011|Continental Resources, Inc.|CO2|Upstream|1528784.0|312.0|279.0||CONTINENTAL RESOURCES
2011|Continental Resources, Inc.|N2O|Upstream|2137.0|312.0|279.0||CONTINENTAL RESOURCES
2012|Continental Resources, Inc.|CH4|Upstream|327097.0|312.0|279.0||CONTINENTAL RESOURCES
2012|Continental Resources, Inc.|CO2|Upstream|558895.0|312.0|279.0||CONTINENTAL RESOURCES
2012|Continental Resources, Inc.|N2O|Upstream|868.0|312.0|279.0||CONTINENTAL RESOURCES
2013|Continental Resources, Inc.|CH4|Upstream|207525.0|312.0|279.0||CONTINENTAL RESOURCES
2013|Continental Resources, Inc.|CO2|Upstream|728899.0|312.0|279.0||CONTINENTAL RESOURCES
2013|Continental Resources, Inc.|N2O|Upstream|970.0|312.0|279.0||CONTINENTAL RESOURCES
2014|Continental Resources, Inc.|CH4|Upstream|207979.0|312.0|279.0||CONTINENTAL RESOURCES
2014|Continental Resources, Inc.|CO2|Upstream|1147702.0|312.0|279.0||CONTINENTAL RESOURCES
2014|Continental Resources, Inc.|N2O|Upstream|1284.0|312.0|279.0||CONTINENTAL RESOURCES
2011|Cook Inlet Energy LLC|CH4|Upstream|12263.0|312.0|279.0||COOK INLET ENERGY
2011|Cook Inlet Energy LLC|CO2|Upstream|16797.0|312.0|279.0||COOK INLET ENERGY
2011|Cook Inlet Energy LLC|N2O|Upstream|10.0|312.0|279.0||COOK INLET ENERGY
2012|Cook Inlet Energy LLC|CH4|Upstream|12320.0|312.0|279.0||COOK INLET ENERGY
2012|Cook Inlet Energy LLC|CO2|Upstream|23699.0|312.0|279.0||COOK INLET ENERGY
2012|Cook Inlet Energy LLC|N2O|Upstream|13.0|312.0|279.0||COOK INLET ENERGY
2013|Cook Inlet Energy LLC|CH4|Upstream|12498.0|312.0|279.0||COOK INLET ENERGY
2013|Cook Inlet Energy LLC|CO2|Upstream|39378.0|312.0|279.0||COOK INLET ENERGY
2013|Cook Inlet Energy LLC|N2O|Upstream|30.0|312.0|279.0||COOK INLET ENERGY
2014|Cook Inlet Energy LLC|CH4|Upstream|13819.0|312.0|279.0||COOK INLET ENERGY
2014|Cook Inlet Energy LLC|CO2|Upstream|41842.0|312.0|279.0||COOK INLET ENERGY
2014|Cook Inlet Energy LLC|N2O|Upstream|24.0|312.0|279.0||COOK INLET ENERGY
2011|Cordillera Energy Partners III, LLC|CH4|Upstream|76874.0|312.0|279.0||CORDILLERA ENERGY PARTNERS III
2011|Cordillera Energy Partners III, LLC|CO2|Upstream|90017.0|312.0|279.0||CORDILLERA ENERGY PARTNERS III
2011|Cordillera Energy Partners III, LLC|N2O|Upstream|168.0|312.0|279.0||CORDILLERA ENERGY PARTNERS III
2014|Cordillera Energy Partners III, LLC|CO2|Upstream|0.0|312.0|279.0||CORDILLERA ENERGY PARTNERS III
2017|Core Appalachia Operating LLC|CH4|Midstream|95739.0|312.0|279.0||CORE APPALACHIA OPERATING
2017|Core Appalachia Operating LLC|CH4|Upstream|27918.0|312.0|279.0||CORE APPALACHIA OPERATING
2017|Core Appalachia Operating LLC|CO2|Midstream|90466.0|312.0|279.0||CORE APPALACHIA OPERATING
2017|Core Appalachia Operating LLC|CO2|Upstream|1420.0|312.0|279.0||CORE APPALACHIA OPERATING
2017|Core Appalachia Operating LLC|N2O|Midstream|44.0|312.0|279.0||CORE APPALACHIA OPERATING
2017|Core Appalachia Operating LLC|N2O|Upstream|1.0|312.0|279.0||CORE APPALACHIA OPERATING
2013|Coronado Midstream LLC|CH4|Midstream|143526.0|312.0|279.0||CORONADO MIDSTREAM
2013|Coronado Midstream LLC|CO2|Midstream|293798.0|312.0|279.0||CORONADO MIDSTREAM
2013|Coronado Midstream LLC|N2O|Midstream|145.0|312.0|279.0||CORONADO MIDSTREAM
2012|Costar Midstream, LLC|CH4|Midstream|4865.0|312.0|279.0||COSTAR MIDSTREAM
2012|Costar Midstream, LLC|CO2|Midstream|68476.0|312.0|279.0||COSTAR MIDSTREAM
2012|Costar Midstream, LLC|N2O|Midstream|35.0|312.0|279.0||COSTAR MIDSTREAM
2013|Costar Midstream, LLC|CH4|Midstream|4041.0|312.0|279.0||COSTAR MIDSTREAM
2013|Costar Midstream, LLC|CO2|Midstream|73286.0|312.0|279.0||COSTAR MIDSTREAM
2013|Costar Midstream, LLC|N2O|Midstream|41.0|312.0|279.0||COSTAR MIDSTREAM
2012|CostarMidstream, LLC|CH4|Midstream|2233.0|312.0|279.0||COSTARMIDSTREAM
2012|CostarMidstream, LLC|CO2|Midstream|5643.0|312.0|279.0||COSTARMIDSTREAM
2012|CostarMidstream, LLC|N2O|Midstream|3.0|312.0|279.0||COSTARMIDSTREAM
2013|CostarMidstream, LLC|CH4|Midstream|954.0|312.0|279.0||COSTARMIDSTREAM
2013|CostarMidstream, LLC|CO2|Midstream|6126.0|312.0|279.0||COSTARMIDSTREAM
2013|CostarMidstream, LLC|N2O|Midstream|3.0|312.0|279.0||COSTARMIDSTREAM
2015|Covey Park Energy|CH4|Upstream|96972.0|312.0|279.0||COVEY PARK ENERGY
2015|Covey Park Energy|CO2|Upstream|14272.0|312.0|279.0||COVEY PARK ENERGY
2015|Covey Park Energy|N2O|Upstream|10.0|312.0|279.0||COVEY PARK ENERGY
2016|Cox Oil Offshore, LLC|CH4|Upstream|85640.7001586|312.0|279.0||COX OIL
2016|Cox Oil Offshore, LLC|CO2|Upstream|100255.5413268|312.0|279.0||COX OIL
2016|Cox Oil Offshore, LLC|N2O|Upstream|57.135294200000004|312.0|279.0||COX OIL
2012|Crescent Point Energy U.S. Corporation|CH4|Upstream|44143.0|312.0|279.0||CRESCENT POINT ENERGY US
2012|Crescent Point Energy U.S. Corporation|CO2|Upstream|66740.0|312.0|279.0||CRESCENT POINT ENERGY US
2012|Crescent Point Energy U.S. Corporation|N2O|Upstream|66.0|312.0|279.0||CRESCENT POINT ENERGY US
2013|Crescent Point Energy U.S. Corporation|CH4|Upstream|60917.0|312.0|279.0||CRESCENT POINT ENERGY US
2013|Crescent Point Energy U.S. Corporation|CO2|Upstream|95907.0|312.0|279.0||CRESCENT POINT ENERGY US
2013|Crescent Point Energy U.S. Corporation|N2O|Upstream|26.0|312.0|279.0||CRESCENT POINT ENERGY US
2014|Crescent Point Energy U.S. Corporation|CH4|Upstream|96209.0|312.0|279.0||CRESCENT POINT ENERGY US
2014|Crescent Point Energy U.S. Corporation|CO2|Upstream|68569.0|312.0|279.0||CRESCENT POINT ENERGY US
2014|Crescent Point Energy U.S. Corporation|N2O|Upstream|45.0|312.0|279.0||CRESCENT POINT ENERGY US
2016|Crestone Peak Resources LP|CH4|Upstream|162305.0|312.0|279.0||CRESTONE PEAK RESOURCES
2016|Crestone Peak Resources LP|CO2|Upstream|111111.0|312.0|279.0||CRESTONE PEAK RESOURCES
2016|Crestone Peak Resources LP|N2O|Upstream|30.0|312.0|279.0||CRESTONE PEAK RESOURCES
2013|Cross Timbers Energy, LLC|CH4|Upstream|60647.0|312.0|279.0||CROSS TIMBERS ENERGY
2013|Cross Timbers Energy, LLC|CO2|Upstream|4114.0|312.0|279.0||CROSS TIMBERS ENERGY
2013|Cross Timbers Energy, LLC|N2O|Upstream|2.0|312.0|279.0||CROSS TIMBERS ENERGY
2014|Cross Timbers Energy, LLC|CH4|Upstream|61215.0|312.0|279.0||CROSS TIMBERS ENERGY
2014|Cross Timbers Energy, LLC|CO2|Upstream|11266.0|312.0|279.0||CROSS TIMBERS ENERGY
2014|Cross Timbers Energy, LLC|N2O|Upstream|6.0|312.0|279.0||CROSS TIMBERS ENERGY
2011|Crosstex CCNG Processing Ltd|CH4|Midstream|1210.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex CCNG Processing Ltd|CO2|Midstream|92190.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex CCNG Processing Ltd|N2O|Midstream|44.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd|CH4|Midstream|8167.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd|CO2|Midstream|90017.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd|N2O|Midstream|47.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd|CH4|Midstream|4445.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd|CO2|Midstream|86863.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd|N2O|Midstream|46.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd|CH4|Midstream|3629.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd|CO2|Midstream|91974.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd|N2O|Midstream|47.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex CCNG Processing Ltd.|CH4|Midstream|1381.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex CCNG Processing Ltd.|CO2|Midstream|42972.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex CCNG Processing Ltd.|N2O|Midstream|21.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd.|CH4|Midstream|7300.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd.|CO2|Midstream|35776.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex CCNG Processing Ltd.|N2O|Midstream|7.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd.|CH4|Midstream|2997.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd.|CO2|Midstream|44917.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex CCNG Processing Ltd.|N2O|Midstream|18.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd.|CH4|Midstream|5338.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd.|CO2|Midstream|15388.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex CCNG Processing Ltd.|N2O|Midstream|7.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex LIG, LLC|CH4|Midstream|423.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex LIG, LLC|CO2|Midstream|56817.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex LIG, LLC|N2O|Midstream|24.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex LIG, LLC|CH4|Midstream|1821.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex LIG, LLC|CO2|Midstream|21653.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex LIG, LLC|N2O|Midstream|12.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex LIG, LLC|CH4|Midstream|190.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex LIG, LLC|CO2|Midstream|147.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex LIG, LLC|CO2|Midstream|0.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Gathering, LP|CH4|Midstream|1624.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Gathering, LP|CO2|Midstream|93446.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Gathering, LP|N2O|Midstream|39.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Gathering, LP|CH4|Midstream|9759.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Gathering, LP|CO2|Midstream|86109.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Gathering, LP|N2O|Midstream|34.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Gathering, LP|CH4|Midstream|4143.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Gathering, LP|CO2|Midstream|79462.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Gathering, LP|N2O|Midstream|30.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Gathering, LP|CH4|Midstream|8237.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Gathering, LP|CO2|Midstream|72603.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Gathering, LP|N2O|Midstream|29.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Pipeline, LP|CH4|Midstream|6529.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Pipeline, LP|CO2|Midstream|54264.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex North Texas Pipeline, LP|N2O|Midstream|30.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Pipeline, LP|CH4|Midstream|31018.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Pipeline, LP|CO2|Midstream|50837.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex North Texas Pipeline, LP|N2O|Midstream|28.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Pipeline, LP|CH4|Midstream|14247.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Pipeline, LP|CO2|Midstream|49364.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex North Texas Pipeline, LP|N2O|Midstream|27.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Pipeline, LP|CH4|Midstream|8229.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Pipeline, LP|CO2|Midstream|53987.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex North Texas Pipeline, LP|N2O|Midstream|30.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex Processing Services, LLC|CH4|Midstream|3676.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex Processing Services, LLC|CO2|Midstream|260363.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crosstex Processing Services, LLC|N2O|Midstream|128.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex Processing Services, LLC|CH4|Midstream|69551.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex Processing Services, LLC|CO2|Midstream|301843.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2012|Crosstex Processing Services, LLC|N2O|Midstream|127.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex Processing Services, LLC|CH4|Midstream|7006.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex Processing Services, LLC|CO2|Midstream|174363.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2013|Crosstex Processing Services, LLC|N2O|Midstream|83.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex Processing Services, LLC|CH4|Midstream|4812.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex Processing Services, LLC|CO2|Midstream|266150.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2014|Crosstex Processing Services, LLC|N2O|Midstream|118.0|312.0|279.0||CROSSTEX ENERGY SERVICES
2011|Crown Energy Partners LLC|CH4|Upstream|27387.0|312.0|279.0||CROWN ENERGY PARTNERS
2011|Crown Energy Partners LLC|CO2|Upstream|2160.0|312.0|279.0||CROWN ENERGY PARTNERS
2011|Crown Energy Partners LLC|N2O|Upstream|0.0|312.0|279.0||CROWN ENERGY PARTNERS
2012|Crown Energy Partners LLC|CH4|Upstream|26782.0|312.0|279.0||CROWN ENERGY PARTNERS
2012|Crown Energy Partners LLC|CO2|Upstream|811.0|312.0|279.0||CROWN ENERGY PARTNERS
2012|Crown Energy Partners LLC|N2O|Upstream|0.0|312.0|279.0||CROWN ENERGY PARTNERS
2018|DAVIS GAS PROCESSING INC|CH4|Midstream|79939.0|312.0|115.0|225.0|DAVIS GAS PROCESSING
2018|DAVIS GAS PROCESSING INC|CO2|Midstream|85146.0|312.0|115.0|225.0|DAVIS GAS PROCESSING
2018|DAVIS GAS PROCESSING INC|N2O|Midstream|48.0|312.0|115.0|225.0|DAVIS GAS PROCESSING
2011|DCP MIDSTREAM HOLDING, LLC|CH4|Midstream|2454.375|312.0|279.0||DCP MIDSTREAM
2011|DCP MIDSTREAM HOLDING, LLC|CO2|Midstream|38680.0|312.0|279.0||DCP MIDSTREAM
2011|DCP MIDSTREAM HOLDING, LLC|N2O|Midstream|18.75|312.0|279.0||DCP MIDSTREAM
2012|DCP MIDSTREAM HOLDING, LLC|CH4|Midstream|2637.5|312.0|279.0||DCP MIDSTREAM
2012|DCP MIDSTREAM HOLDING, LLC|CO2|Midstream|43075.0|312.0|279.0||DCP MIDSTREAM
2012|DCP MIDSTREAM HOLDING, LLC|N2O|Midstream|20.0|312.0|279.0||DCP MIDSTREAM
2013|DCP MIDSTREAM HOLDING, LLC|CH4|Midstream|2366.25|312.0|279.0||DCP MIDSTREAM
2013|DCP MIDSTREAM HOLDING, LLC|CO2|Midstream|38348.125|312.0|279.0||DCP MIDSTREAM
2013|DCP MIDSTREAM HOLDING, LLC|N2O|Midstream|17.5|312.0|279.0||DCP MIDSTREAM
2016|DCP Midstream Partners LP|CH4|Midstream|3677.0|312.0|279.0||DCP MIDSTREAM
2016|DCP Midstream Partners LP|CO2|Midstream|110073.0|312.0|279.0||DCP MIDSTREAM
2016|DCP Midstream Partners LP|N2O|Midstream|40.0|312.0|279.0||DCP MIDSTREAM
2017|DCP OPERATING CO, LP|CH4|Midstream|1163.125|312.0|199.0|373.0|DCP MIDSTREAM
2017|DCP OPERATING CO, LP|CO2|Midstream|33538.75|312.0|199.0|373.0|DCP MIDSTREAM
2017|DCP OPERATING CO, LP|N2O|Midstream|16.875|312.0|199.0|373.0|DCP MIDSTREAM
2018|DCP OPERATING CO, LP|CH4|Midstream|1393.75|312.0|199.0|373.0|DCP MIDSTREAM
2018|DCP OPERATING CO, LP|CO2|Midstream|37037.5|312.0|199.0|373.0|DCP MIDSTREAM
2018|DCP OPERATING CO, LP|N2O|Midstream|18.75|312.0|199.0|373.0|DCP MIDSTREAM
2013|DENBURY RESOURCES, INC|CH4|Midstream|127.0|312.0|279.0||DENBURY RESOURCES
2013|DENBURY RESOURCES, INC|CO2|Midstream|1503.0|312.0|279.0||DENBURY RESOURCES
2013|DENBURY RESOURCES, INC|N2O|Midstream|0.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|CH4|Midstream|4086.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|CH4|Upstream|6713.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|CO2|Midstream|28895.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|CO2|Upstream|20782.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|N2O|Midstream|5.0|312.0|279.0||DENBURY RESOURCES
2014|DENBURY RESOURCES, INC|N2O|Upstream|4.0|312.0|279.0||DENBURY RESOURCES
2012|DEVON ENERGY CORPORATION|CH4|Upstream|1792937.0|312.0|279.0||DEVON ENERGY
2012|DEVON ENERGY CORPORATION|CO2|Upstream|986720.0|312.0|279.0||DEVON ENERGY
2012|DEVON ENERGY CORPORATION|N2O|Upstream|1651.0|312.0|279.0||DEVON ENERGY
2012|DEVON GAS SERVICES, LP|CH4|Midstream|14745.0|312.0|279.0||DEVON ENERGY
2012|DEVON GAS SERVICES, LP|CO2|Midstream|378375.0|312.0|279.0||DEVON ENERGY
2012|DEVON GAS SERVICES, LP|N2O|Midstream|194.0|312.0|279.0||DEVON ENERGY
2013|DEVON GAS SERVICES, LP|CH4|Midstream|25279.0|312.0|279.0||DEVON ENERGY
2013|DEVON GAS SERVICES, LP|CO2|Midstream|583126.0|312.0|279.0||DEVON ENERGY
2013|DEVON GAS SERVICES, LP|N2O|Midstream|217.0|312.0|279.0||DEVON ENERGY
2017|DGP TAURUS FIELD SERVICES LP|CH4|Midstream|18871.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2017|DGP TAURUS FIELD SERVICES LP|CO2|Midstream|12164.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2017|DGP TAURUS FIELD SERVICES LP|N2O|Midstream|7.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2018|DGP TAURUS FIELD SERVICES LP|CH4|Midstream|19942.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2018|DGP TAURUS FIELD SERVICES LP|CO2|Midstream|10539.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2018|DGP TAURUS FIELD SERVICES LP|N2O|Midstream|6.0|312.0|213.0|400.0|DGP TAURUS FIELD SERVICES
2016|DGP Taurus Field, Services, LP|CH4|Midstream|22369.0|312.0|279.0||DGP TAURUS FIELD, SERVICES
2016|DGP Taurus Field, Services, LP|CO2|Midstream|7066.0|312.0|279.0||DGP TAURUS FIELD, SERVICES
2016|DGP Taurus Field, Services, LP|N2O|Midstream|4.0|312.0|279.0||DGP TAURUS FIELD, SERVICES
2018|DIVIDE CREEK GATHERING SYSTEM LLC|CH4|Midstream|628.0|312.0|207.0|391.0|DIVIDE CREEK GATHERING SYSTEM
2018|DIVIDE CREEK GATHERING SYSTEM LLC|CO2|Midstream|31698.0|312.0|207.0|391.0|DIVIDE CREEK GATHERING SYSTEM
2018|DIVIDE CREEK GATHERING SYSTEM LLC|N2O|Midstream|10.0|312.0|207.0|391.0|DIVIDE CREEK GATHERING SYSTEM
2015|DJ RESOURCES LLC|CH4|Upstream|313.0|312.0|279.0||DJ RESOURCES
