REPORTING YEAR|PARENT_COMPANY|GAS|SECTOR|GHG_CONTRIBUTION|2018_UPSTREAM_RANK|2018_MIDSTREAM_RANK|2018_OVERALL_RANK|STANDARD_COMPANY_NAME
2018|SN EF MAVERICK LLC|N2O|Midstream|150.0|247.0|38.0|67.0|SN EF MAVERICK
2018|SN EF MAVERICK LLC|CO2|Upstream|35555.0|247.0|38.0|67.0|SN EF MAVERICK
2018|SN EF MAVERICK LLC|CO2|Midstream|271965.0|247.0|38.0|67.0|SN EF MAVERICK
2018|SN EF MAVERICK LLC|CH4|Upstream|4084.0|247.0|38.0|67.0|SN EF MAVERICK
2018|SN EF MAVERICK LLC|CH4|Midstream|605743.0|247.0|38.0|67.0|SN EF MAVERICK
2018|SN EF MAVERICK LLC|N2O|Upstream|71.0|247.0|38.0|67.0|SN EF MAVERICK
2016|LAREDO ENERGY LLC|CO2|Upstream|17513.0|248.0|279.0|369.0|LAREDO PETROLEUM
2018|LAREDO ENERGY LLC|CO2|Upstream|18676.0|248.0|279.0|369.0|LAREDO PETROLEUM
2018|LAREDO ENERGY LLC|CH4|Upstream|20339.0|248.0|279.0|369.0|LAREDO PETROLEUM
2016|LAREDO ENERGY LLC|CH4|Upstream|37462.0|248.0|279.0|369.0|LAREDO PETROLEUM
2017|LAREDO ENERGY LLC|N2O|Upstream|11.0|248.0|279.0|369.0|LAREDO PETROLEUM
2017|LAREDO ENERGY LLC|CH4|Upstream|20271.0|248.0|279.0|369.0|LAREDO PETROLEUM
2016|LAREDO ENERGY LLC|N2O|Upstream|18.0|248.0|279.0|369.0|LAREDO PETROLEUM
2015|LAREDO ENERGY LLC|CH4|Upstream|21005.0|248.0|279.0|369.0|LAREDO PETROLEUM
2015|LAREDO ENERGY LLC|CO2|Upstream|7705.0|248.0|279.0|369.0|LAREDO PETROLEUM
2015|LAREDO ENERGY LLC|N2O|Upstream|401.0|248.0|279.0|369.0|LAREDO PETROLEUM
2018|LAREDO ENERGY LLC|N2O|Upstream|23.0|248.0|279.0|369.0|LAREDO PETROLEUM
2017|LAREDO ENERGY LLC|CO2|Upstream|12062.0|248.0|279.0|369.0|LAREDO PETROLEUM
2017|ERG RESOURCES LLC|N2O|Upstream|21.0|249.0|279.0|370.0|ERG RESOURCES
2015|ERG RESOURCES LLC|CO2|Upstream|30824.0|249.0|279.0|370.0|ERG RESOURCES
2017|ERG RESOURCES LLC|CO2|Upstream|38411.0|249.0|279.0|370.0|ERG RESOURCES
2017|ERG RESOURCES LLC|CH4|Upstream|1154.0|249.0|279.0|370.0|ERG RESOURCES
2016|ERG RESOURCES LLC|N2O|Upstream|15.0|249.0|279.0|370.0|ERG RESOURCES
2016|ERG RESOURCES LLC|CO2|Upstream|28694.0|249.0|279.0|370.0|ERG RESOURCES
2018|ERG RESOURCES LLC|N2O|Upstream|20.0|249.0|279.0|370.0|ERG RESOURCES
2015|ERG RESOURCES LLC|CH4|Upstream|1096.0|249.0|279.0|370.0|ERG RESOURCES
2018|ERG RESOURCES LLC|CO2|Upstream|37449.0|249.0|279.0|370.0|ERG RESOURCES
2016|ERG RESOURCES LLC|CH4|Upstream|958.0|249.0|279.0|370.0|ERG RESOURCES
2018|ERG RESOURCES LLC|CH4|Upstream|1256.0|249.0|279.0|370.0|ERG RESOURCES
2015|ERG RESOURCES LLC|N2O|Upstream|16.0|249.0|279.0|370.0|ERG RESOURCES
2018|JKLM ENERGY LLC|N2O|Upstream|82.0|250.0|279.0|371.0|JKLM ENERGY
2018|JKLM ENERGY LLC|CH4|Upstream|4585.0|250.0|279.0|371.0|JKLM ENERGY
2018|JKLM ENERGY LLC|CO2|Upstream|33905.0|250.0|279.0|371.0|JKLM ENERGY
2018|WHITE STAR PETROLEUM LLC|N2O|Upstream|28.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2017|WHITE STAR PETROLEUM LLC|CO2|Upstream|98797.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2017|WHITE STAR PETROLEUM LLC|N2O|Upstream|202.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2018|WHITE STAR PETROLEUM LLC|CH4|Upstream|15676.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2018|WHITE STAR PETROLEUM LLC|CO2|Upstream|22784.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2017|WHITE STAR PETROLEUM LLC|CH4|Upstream|16753.0|251.0|279.0|372.0|WHITE STAR PETROLEUM
2016|ABRAXAS PETROLEUM CORP|CH4|Upstream|8497.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2015|ABRAXAS PETROLEUM CORP|N2O|Upstream|53.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2015|ABRAXAS PETROLEUM CORP|CO2|Upstream|93974.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2015|ABRAXAS PETROLEUM CORP|CH4|Upstream|6270.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2018|ABRAXAS PETROLEUM CORP|CO2|Upstream|34419.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2018|ABRAXAS PETROLEUM CORP|N2O|Upstream|33.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2018|ABRAXAS PETROLEUM CORP|CH4|Upstream|3505.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2017|ABRAXAS PETROLEUM CORP|N2O|Upstream|17.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2017|ABRAXAS PETROLEUM CORP|CO2|Upstream|17615.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2017|ABRAXAS PETROLEUM CORP|CH4|Upstream|1603.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2016|ABRAXAS PETROLEUM CORP|CO2|Upstream|25573.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2016|ABRAXAS PETROLEUM CORP|N2O|Upstream|21.0|252.0|279.0|375.0|ABRAXAS PETROLEUM
2018|SANGUINE GAS EXPLORATION LLC|N2O|Upstream|0.0|253.0|279.0|376.0|SANGUINE GAS EXPLORATION
2015|SANGUINE GAS EXPLORATION LLC|CH4|Upstream|152067.0|253.0|279.0|376.0|SANGUINE GAS EXPLORATION
2015|SANGUINE GAS EXPLORATION LLC|CO2|Upstream|8115.0|253.0|279.0|376.0|SANGUINE GAS EXPLORATION
2018|SANGUINE GAS EXPLORATION LLC|CH4|Upstream|36681.0|253.0|279.0|376.0|SANGUINE GAS EXPLORATION
2018|SANGUINE GAS EXPLORATION LLC|CO2|Upstream|442.0|253.0|279.0|376.0|SANGUINE GAS EXPLORATION
2015|ANKOR ENERGY LLC|CO2|Upstream|16872.0|254.0|279.0|378.0|ANKOR ENERGY
2018|ANKOR ENERGY LLC|CH4|Upstream|20648.0|254.0|279.0|378.0|ANKOR ENERGY
2017|ANKOR ENERGY LLC|N2O|Upstream|8.0|254.0|279.0|378.0|ANKOR ENERGY
2017|ANKOR ENERGY LLC|CO2|Upstream|14470.0|254.0|279.0|378.0|ANKOR ENERGY
2017|ANKOR ENERGY LLC|CH4|Upstream|32237.0|254.0|279.0|378.0|ANKOR ENERGY
2018|ANKOR ENERGY LLC|N2O|Upstream|9.0|254.0|279.0|378.0|ANKOR ENERGY
2016|ANKOR ENERGY LLC|CO2|Upstream|15773.0|254.0|279.0|378.0|ANKOR ENERGY
2016|ANKOR ENERGY LLC|CH4|Upstream|22068.0|254.0|279.0|378.0|ANKOR ENERGY
2015|ANKOR ENERGY LLC|N2O|Upstream|10.0|254.0|279.0|378.0|ANKOR ENERGY
2018|ANKOR ENERGY LLC|CO2|Upstream|15197.0|254.0|279.0|378.0|ANKOR ENERGY
2015|ANKOR ENERGY LLC|CH4|Upstream|25491.0|254.0|279.0|378.0|ANKOR ENERGY
2016|ANKOR ENERGY LLC|N2O|Upstream|9.0|254.0|279.0|378.0|ANKOR ENERGY
2018|Recoil Resources Operating, Inc|CO2|Upstream|32526.0|255.0|279.0|380.0|RECOIL RESOURCES OPERATING
2018|Recoil Resources Operating, Inc|N2O|Upstream|17.0|255.0|279.0|380.0|RECOIL RESOURCES OPERATING
2018|Recoil Resources Operating, Inc|CH4|Upstream|2321.0|255.0|279.0|380.0|RECOIL RESOURCES OPERATING
2012|TRC CYPRESS GROUP|CH4|Upstream|314.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2014|TRC CYPRESS GROUP|N2O|Upstream|14.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2014|TRC CYPRESS GROUP|CO2|Upstream|26943.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2014|TRC CYPRESS GROUP|CH4|Upstream|657.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2011|TRC CYPRESS GROUP|CH4|Upstream|864.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2013|TRC CYPRESS GROUP|CO2|Upstream|23140.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2013|TRC CYPRESS GROUP|CH4|Upstream|141.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2012|TRC CYPRESS GROUP|N2O|Upstream|13.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2012|TRC CYPRESS GROUP|CO2|Upstream|23565.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2011|TRC CYPRESS GROUP|CO2|Upstream|40551.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2013|TRC CYPRESS GROUP|N2O|Upstream|12.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2011|TRC CYPRESS GROUP|N2O|Upstream|22.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2017|TRC CYPRESS GROUP|N2O|Upstream|18.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2015|TRC CYPRESS GROUP|CH4|Upstream|696.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2015|TRC CYPRESS GROUP|CO2|Upstream|29339.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2015|TRC CYPRESS GROUP|N2O|Upstream|15.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2016|TRC CYPRESS GROUP|CH4|Upstream|365.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2016|TRC CYPRESS GROUP|CO2|Upstream|34419.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2016|TRC CYPRESS GROUP|N2O|Upstream|18.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2017|TRC CYPRESS GROUP|CH4|Upstream|361.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2017|TRC CYPRESS GROUP|CO2|Upstream|33816.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2018|TRC CYPRESS GROUP|CH4|Upstream|395.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2018|TRC CYPRESS GROUP|CO2|Upstream|34429.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2018|TRC CYPRESS GROUP|N2O|Upstream|18.0|256.0|279.0|381.0|TRC CYPRESS GROUP
2017|MEDUSA SPAR LLC|CH4|Upstream|6057.0|257.0|279.0|382.0|MEDUSA SPAR
2017|MEDUSA SPAR LLC|CO2|Upstream|24110.25|257.0|279.0|382.0|MEDUSA SPAR
2018|MEDUSA SPAR LLC|CH4|Upstream|5691.0|257.0|279.0|382.0|MEDUSA SPAR
2018|MEDUSA SPAR LLC|CO2|Upstream|28796.25|257.0|279.0|382.0|MEDUSA SPAR
2016|MEDUSA SPAR LLC|N2O|Upstream|43.5|257.0|279.0|382.0|MEDUSA SPAR
2017|MEDUSA SPAR LLC|N2O|Upstream|24.75|257.0|279.0|382.0|MEDUSA SPAR
2016|MEDUSA SPAR LLC|CO2|Upstream|28737.0|257.0|279.0|382.0|MEDUSA SPAR
2015|MEDUSA SPAR LLC|CO2|Upstream|26407.5|257.0|279.0|382.0|MEDUSA SPAR
2018|MEDUSA SPAR LLC|N2O|Upstream|27.0|257.0|279.0|382.0|MEDUSA SPAR
2016|MEDUSA SPAR LLC|CH4|Upstream|10813.5|257.0|279.0|382.0|MEDUSA SPAR
2015|MEDUSA SPAR LLC|N2O|Upstream|41.25|257.0|279.0|382.0|MEDUSA SPAR
2015|MEDUSA SPAR LLC|CH4|Upstream|10423.5|257.0|279.0|382.0|MEDUSA SPAR
2015|HOLMES WESTERN OIL CORP|N2O|Upstream|4.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2016|HOLMES WESTERN OIL CORP|CH4|Upstream|1207.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2016|HOLMES WESTERN OIL CORP|CO2|Upstream|35768.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2015|HOLMES WESTERN OIL CORP|CH4|Upstream|1252.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2018|HOLMES WESTERN OIL CORP|N2O|Upstream|18.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2015|HOLMES WESTERN OIL CORP|CO2|Upstream|29089.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2016|HOLMES WESTERN OIL CORP|N2O|Upstream|18.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2018|HOLMES WESTERN OIL CORP|CO2|Upstream|30682.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2017|HOLMES WESTERN OIL CORP|CO2|Upstream|27133.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2017|HOLMES WESTERN OIL CORP|N2O|Upstream|14.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2017|HOLMES WESTERN OIL CORP|CH4|Upstream|3299.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2018|HOLMES WESTERN OIL CORP|CH4|Upstream|3782.0|258.0|279.0|383.0|HOLMES WESTERN OIL
2015|CALIFORNIA RESOURCES CORP|CH4|Midstream|4734.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2015|CALIFORNIA RESOURCES CORP|CH4|Upstream|206433.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2015|CALIFORNIA RESOURCES CORP|CO2|Midstream|439055.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2015|CALIFORNIA RESOURCES CORP|CO2|Upstream|299545.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2015|CALIFORNIA RESOURCES CORP|N2O|Midstream|193.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2015|CALIFORNIA RESOURCES CORP|N2O|Upstream|190.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|CH4|Midstream|348688.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|CH4|Upstream|67492.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|CO2|Midstream|2001604.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|CO2|Upstream|13611.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|N2O|Upstream|108.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|CH4|Midstream|297991.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2016|CALIFORNIA RESOURCES CORP|N2O|Midstream|1049.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|N2O|Upstream|31.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|CO2|Midstream|1831636.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|CO2|Upstream|20506.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|N2O|Midstream|1001.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|CH4|Upstream|40556.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2017|CALIFORNIA RESOURCES CORP|N2O|Upstream|25.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|CH4|Midstream|247657.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|CH4|Upstream|15110.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|CO2|Midstream|1676478.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|CO2|Upstream|18936.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|CALIFORNIA RESOURCES CORP|N2O|Midstream|894.0|259.0|22.0|35.0|CALIFORNIA RESOURCES
2018|Own Resources Operating LLC|CH4|Upstream|13955.0|260.0|279.0|384.0|OWN RESOURCES OPERATING
2018|Own Resources Operating LLC|CO2|Upstream|20061.0|260.0|279.0|384.0|OWN RESOURCES OPERATING
2018|Own Resources Operating LLC|N2O|Upstream|11.0|260.0|279.0|384.0|OWN RESOURCES OPERATING
2017|LUFF EXPLORATION CO|CH4|Upstream|2387.0|261.0|279.0|386.0|LUFF EXPLORATION
2016|LUFF EXPLORATION CO|N2O|Upstream|10.0|261.0|279.0|386.0|LUFF EXPLORATION
2017|LUFF EXPLORATION CO|CO2|Upstream|30088.0|261.0|279.0|386.0|LUFF EXPLORATION
2018|LUFF EXPLORATION CO|N2O|Upstream|13.0|261.0|279.0|386.0|LUFF EXPLORATION
2018|LUFF EXPLORATION CO|CH4|Upstream|1579.0|261.0|279.0|386.0|LUFF EXPLORATION
2018|LUFF EXPLORATION CO|CO2|Upstream|31619.0|261.0|279.0|386.0|LUFF EXPLORATION
2016|LUFF EXPLORATION CO|CO2|Upstream|26152.0|261.0|279.0|386.0|LUFF EXPLORATION
2017|LUFF EXPLORATION CO|N2O|Upstream|13.0|261.0|279.0|386.0|LUFF EXPLORATION
2016|LUFF EXPLORATION CO|CH4|Upstream|2651.0|261.0|279.0|386.0|LUFF EXPLORATION
2015|LUFF EXPLORATION CO|N2O|Upstream|9.0|261.0|279.0|386.0|LUFF EXPLORATION
2015|LUFF EXPLORATION CO|CH4|Upstream|1390.0|261.0|279.0|386.0|LUFF EXPLORATION
2015|LUFF EXPLORATION CO|CO2|Upstream|27872.0|261.0|279.0|386.0|LUFF EXPLORATION
2017|MOUNTAINEER KEYSTONE LLC|N2O|Upstream|85.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2018|MOUNTAINEER KEYSTONE LLC|N2O|Upstream|27.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2017|MOUNTAINEER KEYSTONE LLC|CO2|Upstream|43556.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2017|MOUNTAINEER KEYSTONE LLC|CH4|Upstream|128169.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2016|MOUNTAINEER KEYSTONE LLC|CO2|Upstream|20.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2016|MOUNTAINEER KEYSTONE LLC|CH4|Upstream|20287.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2015|MOUNTAINEER KEYSTONE LLC|N2O|Upstream|30.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2015|MOUNTAINEER KEYSTONE LLC|CO2|Upstream|14075.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2015|MOUNTAINEER KEYSTONE LLC|CH4|Upstream|16942.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2018|MOUNTAINEER KEYSTONE LLC|CH4|Upstream|14371.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2018|MOUNTAINEER KEYSTONE LLC|CO2|Upstream|18774.0|262.0|279.0|387.0|MOUNTAINEER KEYSTONE
2017|NAFTEX OPERATING CO|CO2|Upstream|30704.0|263.0|279.0|388.0|NAFTEX OPERATING
2016|NAFTEX OPERATING CO|CH4|Upstream|138.0|263.0|279.0|388.0|NAFTEX OPERATING
2015|NAFTEX OPERATING CO|N2O|Upstream|16.0|263.0|279.0|388.0|NAFTEX OPERATING
2015|NAFTEX OPERATING CO|CO2|Upstream|28832.0|263.0|279.0|388.0|NAFTEX OPERATING
2018|NAFTEX OPERATING CO|N2O|Upstream|19.0|263.0|279.0|388.0|NAFTEX OPERATING
2018|NAFTEX OPERATING CO|CO2|Upstream|33015.0|263.0|279.0|388.0|NAFTEX OPERATING
2018|NAFTEX OPERATING CO|CH4|Upstream|35.0|263.0|279.0|388.0|NAFTEX OPERATING
2017|NAFTEX OPERATING CO|N2O|Upstream|18.0|263.0|279.0|388.0|NAFTEX OPERATING
2016|NAFTEX OPERATING CO|CO2|Upstream|28206.0|263.0|279.0|388.0|NAFTEX OPERATING
2015|NAFTEX OPERATING CO|CH4|Upstream|718.0|263.0|279.0|388.0|NAFTEX OPERATING
2017|NAFTEX OPERATING CO|CH4|Upstream|191.0|263.0|279.0|388.0|NAFTEX OPERATING
2016|NAFTEX OPERATING CO|N2O|Upstream|16.0|263.0|279.0|388.0|NAFTEX OPERATING
2012|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|9040.5|264.0|279.0|389.0|FREEPORT-MCMORAN
2018|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|19956.052000000003|264.0|279.0|389.0|FREEPORT-MCMORAN
2018|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|12.481200000000001|264.0|279.0|389.0|FREEPORT-MCMORAN
2018|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|12414.633600000001|264.0|279.0|389.0|FREEPORT-MCMORAN
2011|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|7253.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2011|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|5.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2017|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|12461.091400000001|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|10135.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2016|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|10.401|264.0|279.0|389.0|FREEPORT-MCMORAN
2016|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|20028.859|264.0|279.0|389.0|FREEPORT-MCMORAN
2016|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|12475.6528|264.0|279.0|389.0|FREEPORT-MCMORAN
2017|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|19924.849000000002|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|227321.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2011|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|9039.5|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|27.736000000000004|264.0|279.0|389.0|FREEPORT-MCMORAN
2012|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|9725.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2012|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|6.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2013|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|11683.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2013|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|9698.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2013|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|5.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|192.0|264.0|279.0|389.0|FREEPORT-MCMORAN
2014|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|11683.5|264.0|279.0|389.0|FREEPORT-MCMORAN
2014|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|9301.5|264.0|279.0|389.0|FREEPORT-MCMORAN
2014|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|5.5|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|CH4|Upstream|12486.747200000002|264.0|279.0|389.0|FREEPORT-MCMORAN
2017|FREEPORT MCMORAN COPPER & GOLD|N2O|Upstream|11.0944|264.0|279.0|389.0|FREEPORT-MCMORAN
2015|FREEPORT MCMORAN COPPER & GOLD|CO2|Upstream|44978.7778|264.0|279.0|389.0|FREEPORT-MCMORAN
2017|WALTER OIL & GAS CORP|CO2|Upstream|5936.0|265.0|279.0|390.0|WALTER OIL & GAS
2018|WALTER OIL & GAS CORP|N2O|Upstream|3.0|265.0|279.0|390.0|WALTER OIL & GAS
2018|WALTER OIL & GAS CORP|CO2|Upstream|4981.0|265.0|279.0|390.0|WALTER OIL & GAS
2018|WALTER OIL & GAS CORP|CH4|Upstream|27364.0|265.0|279.0|390.0|WALTER OIL & GAS
2017|WALTER OIL & GAS CORP|N2O|Upstream|3.0|265.0|279.0|390.0|WALTER OIL & GAS
2017|WALTER OIL & GAS CORP|CH4|Upstream|29342.0|265.0|279.0|390.0|WALTER OIL & GAS
2015|PEAK EXPLORATION & PRODUCTION LLC|CH4|Upstream|2639.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2018|PEAK EXPLORATION & PRODUCTION LLC|CH4|Upstream|1572.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2017|PEAK EXPLORATION & PRODUCTION LLC|N2O|Upstream|9.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2017|PEAK EXPLORATION & PRODUCTION LLC|CO2|Upstream|12736.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2017|PEAK EXPLORATION & PRODUCTION LLC|CH4|Upstream|1166.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2018|PEAK EXPLORATION & PRODUCTION LLC|CO2|Upstream|30234.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2015|PEAK EXPLORATION & PRODUCTION LLC|CO2|Upstream|44389.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2018|PEAK EXPLORATION & PRODUCTION LLC|N2O|Upstream|40.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2016|PEAK EXPLORATION & PRODUCTION LLC|CO2|Upstream|16245.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2016|PEAK EXPLORATION & PRODUCTION LLC|CH4|Upstream|1261.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2015|PEAK EXPLORATION & PRODUCTION LLC|N2O|Upstream|53.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2016|PEAK EXPLORATION & PRODUCTION LLC|N2O|Upstream|9.0|266.0|279.0|393.0|PEAK EXPLORATION & PRODUCTION
2016|EAGLE PETROLEUM LLC|CH4|Upstream|80.0|267.0|279.0|396.0|EAGLE PETROLEUM
2016|EAGLE PETROLEUM LLC|CO2|Upstream|26825.0|267.0|279.0|396.0|EAGLE PETROLEUM
2018|EAGLE PETROLEUM LLC|CO2|Upstream|31210.0|267.0|279.0|396.0|EAGLE PETROLEUM
2017|EAGLE PETROLEUM LLC|CH4|Upstream|85.0|267.0|279.0|396.0|EAGLE PETROLEUM
2017|EAGLE PETROLEUM LLC|CO2|Upstream|29642.0|267.0|279.0|396.0|EAGLE PETROLEUM
2018|EAGLE PETROLEUM LLC|N2O|Upstream|18.0|267.0|279.0|396.0|EAGLE PETROLEUM
2016|EAGLE PETROLEUM LLC|N2O|Upstream|15.0|267.0|279.0|396.0|EAGLE PETROLEUM
2018|EAGLE PETROLEUM LLC|CH4|Upstream|123.0|267.0|279.0|396.0|EAGLE PETROLEUM
