|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|SKEDSVOLD     23-6|SENW    23 151 101|MCK|9132|166|195|6|0|111|81|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2011_02
1|BOLKEN   24-12|NWSW    24 151 101|MCK|9617|284|2462|28|419|488|292|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_02
2|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|214|497|28|360|237|118|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_02
3|SOVIG  25-2|NWNE    25 151 101|MCK|9844|58|192|6|0|36|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_02
4|HANSEN 2-23|W2SE    23 151 101|MCK|15670|22|115|21|0|247|233|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2011_02
5|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|57|0|28|96|104|31|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2011_02
6|ROSS  29-1716H|NWNE    17 156 92 |MTL|19722|-|-|-|653|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2011_02
7|ROSS 22-07H|SESE    7  156 92 |MTL|19358|-|-|-|4024|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2011_02
8|EN-ABRAHAMSON-155-93- 3019H-3|SWSE    30 155 93 |MTL|18840|-|-|-|2650|-|2685|HESS CORPORATION|ALGER - CONFIDENTIA|2011_02
9|ADIX 25 1-H|NWNW    25 155 92 |MTL|17481|2933|1282|28|2538|1878|1878|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
10|ANDERSON 28-33 1-H|NWNW    28 155 92 |MTL|17351|2235|1994|20|2531|1765|1765|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
11|ARVID ANDERSON 14-11 1-H|SWSE    14 155 92 |MTL|19198|11843|5541|25|11278|7488|1855|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
12|BAKKE 23 1-H|NWNW    23 155 92 |MTL|16893|773|257|28|965|588|588|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
13|CARKUFF 22 1-H|SESE    22 155 92 |MTL|17165|1956|1074|28|2094|1329|1329|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
14|CLIFFORD BAKKE 26-35 1-H|NENW    26 155 92 |MTL|18896|16460|4359|28|17019|11947|11847|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
15|DOMASKIN 30-31 1-H|NWNE    30 155 92 |MTL|19057|6687|2520|21|7199|6291|3224|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
16|HYNEK 2 1H|LOT 4   2  155 93 |MTL|16898|492|339|26|704|183|183|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
17|JACK CVANCARA 19-18 1-H|SWSE    19 155 92 |MTL|18628|7518|4061|27|7760|6017|6017|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
18|JEROME ANDERSON 15-10 1-H|SWSE    15 155 92 |MTL|18547|6310|2602|28|6350|3402|3122|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
19|LIFFRIG 29-20 1-H|SWSE    29 156 93 |MTL|18371|4606|3636|28|5278|3972|3417|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
20|MANITOU STATE 36 1-H|SESE    36 156 93 |MTL|17018|684|1025|19|982|459|459|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
21|ROGER SORENSON 8-5 1H|SWSE    8  155 92 |MTL|19070|11746|7173|24|11754|9514|4624|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
22|ROSS-ALGER 6-7 1-H|SESW    31 156 92 |MTL|18784|7342|2849|28|8394|6888|0|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
23|SORENSON 29-32 1-H|NWNE    29 155 92 |MTL|18654|5329|7650|28|5585|4472|4472|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
24|STROBECK 27-34 1-H|NWNW    27 155 92 |MTL|17724|1085|3111|28|1147|562|562|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
25|WRIGHT 4-33 1-H|SESW    4  155 93 |MTL|18744|8258|5339|28|7277|9606|8936|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_02
