|REPORT_YEAR|OIL|GAS|WATER|DAYS|RUNS|GAS_SOLD|FLARED|COMPANY
293|2016|33916.0|0.0|0.0|0.0|33916.0|0.0|0.0|BUCKHORN ENERGY SERVICES
294|2017|33018.0|0.0|0.0|0.0|33018.0|0.0|0.0|BUCKHORN ENERGY SERVICES
295|2018|22538.0|0.0|0.0|0.0|22558.0|0.0|0.0|BUCKHORN ENERGY SERVICES
296|2017|159.0|0.0|0.0|0.0|159.0|0.0|0.0|BUCKHORN SWD SOLUTIONS
297|2018|2752.0|0.0|0.0|0.0|2752.0|0.0|0.0|BUCKHORN SWD SOLUTIONS
298|2019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BULLROCK
299|2017|418.0|0.0|0.0|0.0|418.0|0.0|0.0|BULLROCK
300|2018|1842.0|0.0|0.0|0.0|1842.0|0.0|0.0|BULLROCK
301|2019|4589.0|0.0|0.0|0.0|4599.0|0.0|0.0|BULLROCK
302|2010|83.0|36.0|0.0|3.0|0.0|0.0|0.0|CONOCOPHILLIPS
303|2009|10083927.0|4222559.0|20882936.0|60331.0|10338690.0|3720479.0|0.0|CONOCOPHILLIPS
304|2010|9192312.0|5455266.0|23376292.0|67491.0|9496068.0|4622410.0|0.0|CONOCOPHILLIPS
305|2011|8592352.0|7152101.0|24921104.0|70461.0|8614500.0|4896908.0|0.0|CONOCOPHILLIPS
306|2012|10267014.0|11664816.0|28060847.0|82802.0|10388890.0|8707773.0|0.0|CONOCOPHILLIPS
307|2013|12402245.0|16090255.0|10126396.0|77032.0|12600196.0|12651064.0|0.0|CONOCOPHILLIPS
308|2014|22007113.0|27203789.0|7307459.0|94065.0|22079905.0|18896630.0|0.0|CONOCOPHILLIPS
309|2015|26924480.0|38386699.0|11691719.0|133797.0|26929204.0|29797353.0|5724012.0|CONOCOPHILLIPS
310|2016|25755635.0|42141180.0|12511829.0|163169.0|25753140.0|39179379.0|2658363.0|CONOCOPHILLIPS
311|2017|26810596.0|42891681.0|13900992.0|167418.0|26797099.0|41039114.0|1456885.0|CONOCOPHILLIPS
312|2018|36488468.0|53764015.0|20382422.0|203724.0|36464655.0|48745455.0|4349829.0|CONOCOPHILLIPS
313|2019|34444322.0|67170682.0|22980498.0|211710.0|34581637.0|55269741.0|10695117.0|CONOCOPHILLIPS
314|2009|9584.0|7326.0|28560.0|1616.0|10484.0|1476.0|0.0|BURNETT ENERGY
315|2010|10248.0|6243.0|29437.0|2004.0|10244.0|1043.0|0.0|BURNETT ENERGY
316|2011|7912.0|4522.0|24515.0|1398.0|7138.0|522.0|0.0|BURNETT ENERGY
317|2012|9482.0|3910.0|33175.0|1828.0|9697.0|316.0|0.0|BURNETT ENERGY
318|2013|7749.0|2839.0|30757.0|1682.0|7305.0|0.0|0.0|BURNETT ENERGY
319|2014|8802.0|1633.0|32238.0|1542.0|9405.0|0.0|0.0|BURNETT ENERGY
320|2015|7536.0|1412.0|38669.0|1307.0|7452.0|0.0|0.0|BURNETT ENERGY
321|2016|13759.0|2113.0|43236.0|1340.0|13354.0|0.0|280.0|BURNETT ENERGY
322|2017|22414.0|2555.0|58268.0|2512.0|21980.0|0.0|140.0|BURNETT ENERGY
323|2018|23495.0|2350.0|67448.0|2533.0|24001.0|0.0|0.0|BURNETT ENERGY
324|2019|18031.0|2070.0|57659.0|2252.0|18353.0|0.0|0.0|BURNETT ENERGY
325|2016|193.0|0.0|0.0|0.0|227.0|0.0|0.0|C & J WELL SERVICES
326|2017|394.0|0.0|0.0|0.0|394.0|0.0|0.0|C & J WELL SERVICES
327|2018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|C & J WELL SERVICES
328|2019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|C & J WELL SERVICES
329|2015|31957.0|0.0|787040.0|3221.0|31992.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
330|2016|36531.0|0.0|907439.0|4104.0|37520.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
331|2017|12258.0|0.0|218822.0|1718.0|12629.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
332|2013|16121.0|0.0|410948.0|1835.0|16132.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
333|2014|42628.0|0.0|1088621.0|4704.0|42392.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
334|2015|17172.0|0.0|424786.0|1744.0|17336.0|0.0|0.0|C12 ENERGY: NORTH DAKOTA
335|2014|428.0|0.0|0.0|0.0|428.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
336|2015|11408.0|0.0|0.0|0.0|13140.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
337|2016|3146.0|0.0|0.0|0.0|4520.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
338|2017|2032.0|0.0|0.0|0.0|0.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
339|2018|6011.0|0.0|0.0|0.0|6484.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
340|2019|3453.0|0.0|0.0|0.0|5561.0|0.0|0.0|CALIBER MIDSTREAM NORTH DAKOTA
341|2013|3325.0|0.0|0.0|0.0|3325.0|0.0|0.0|CALIBER MIDSTREAM
342|2014|20194.0|0.0|0.0|0.0|20194.0|0.0|0.0|CALIBER MIDSTREAM
343|2015|17666.0|0.0|0.0|0.0|16940.0|0.0|0.0|CALIBER MIDSTREAM
344|2016|9815.0|0.0|0.0|0.0|8860.0|0.0|0.0|CALIBER MIDSTREAM
345|2017|5615.0|0.0|0.0|0.0|3500.0|0.0|0.0|CALIBER MIDSTREAM
346|2018|7940.0|0.0|0.0|0.0|13856.0|0.0|0.0|CALIBER MIDSTREAM
347|2019|4618.0|0.0|0.0|0.0|5340.0|0.0|0.0|CALIBER MIDSTREAM
348|2009|5889.0|4735.0|62572.0|1197.0|5718.0|1205.0|0.0|CARL H. NORDSTRAND
349|2010|5107.0|4353.0|65661.0|1131.0|5956.0|726.0|0.0|CARL H. NORDSTRAND
350|2011|6461.0|5945.0|80150.0|1320.0|6006.0|1718.0|0.0|CARL H. NORDSTRAND
351|2012|5634.0|5321.0|69293.0|1042.0|6147.0|2262.0|0.0|CARL H. NORDSTRAND
352|2013|3369.0|2410.0|36597.0|743.0|3247.0|621.0|0.0|CARL H. NORDSTRAND
353|2014|6577.0|1641.0|52418.0|876.0|6609.0|450.0|0.0|CARL H. NORDSTRAND
354|2015|6132.0|1206.0|54700.0|766.0|6311.0|261.0|0.0|CARL H. NORDSTRAND
355|2016|6154.0|997.0|63551.0|933.0|5908.0|524.0|0.0|CARL H. NORDSTRAND
356|2017|4438.0|418.0|38685.0|387.0|4273.0|0.0|0.0|CARL H. NORDSTRAND
357|2018|4043.0|482.0|33864.0|362.0|4497.0|0.0|0.0|CARL H. NORDSTRAND
358|2019|4663.0|616.0|43278.0|416.0|4536.0|0.0|0.0|CARL H. NORDSTRAND
359|2010|56594.0|0.0|0.0|0.0|56594.0|0.0|0.0|CCS MIDSTREAM SERVICES
360|2011|178997.0|0.0|0.0|0.0|178997.0|0.0|0.0|CCS MIDSTREAM SERVICES
361|2012|140267.0|0.0|0.0|0.0|140267.0|0.0|0.0|CCS MIDSTREAM SERVICES
362|2018|100637.0|420634.0|347031.0|2178.0|99532.0|411855.0|0.0|CHALLENGER POINT ENERGY
363|2019|90927.0|479554.0|356851.0|3576.0|91707.0|465143.0|0.0|CHALLENGER POINT ENERGY
364|2009|30439.0|18021.0|179081.0|3389.0|31333.0|14331.0|0.0|CHAPARRAL ENERGY
365|2010|29109.0|15868.0|186501.0|3502.0|28428.0|11972.0|0.0|CHAPARRAL ENERGY
366|2011|24319.0|12705.0|153567.0|3123.0|24569.0|9423.0|0.0|CHAPARRAL ENERGY
367|2012|3376.0|0.0|54350.0|325.0|3216.0|0.0|0.0|CHAPARRAL ENERGY
368|2013|320.0|0.0|3742.0|31.0|421.0|0.0|0.0|CHAPARRAL ENERGY
369|2012|24979.0|14825.0|113244.0|3471.0|24396.0|12176.0|0.0|CHARGER RESOURCES
370|2013|21609.0|22993.0|110427.0|3082.0|21141.0|19481.0|0.0|CHARGER RESOURCES
371|2014|4732.0|1289.0|24818.0|790.0|4554.0|688.0|0.0|CHARGER RESOURCES
372|2015|206.0|0.0|1569.0|31.0|201.0|0.0|0.0|CHARGER RESOURCES
373|2011|1096.0|0.0|414.0|196.0|883.0|0.0|0.0|CHASE RESOURCES
374|2012|2347.0|0.0|1389.0|570.0|2024.0|0.0|0.0|CHASE RESOURCES
375|2013|2398.0|0.0|1177.0|448.0|2210.0|0.0|0.0|CHASE RESOURCES
376|2014|1903.0|0.0|857.0|414.0|1434.0|0.0|0.0|CHASE RESOURCES
377|2015|1727.0|0.0|408.0|297.0|1259.0|0.0|0.0|CHASE RESOURCES
378|2016|2227.0|0.0|1101.0|508.0|1799.0|0.0|0.0|CHASE RESOURCES
379|2017|1178.0|0.0|857.0|174.0|1142.0|0.0|0.0|CHASE RESOURCES
380|2011|0.0|0.0|0.0|0.0|0.0|0.0|0.0|CHESAPEAKE ENERGY
381|2012|2575.0|1890.0|133490.0|330.0|2776.0|0.0|0.0|CHESAPEAKE ENERGY
382|2013|0.0|0.0|0.0|168.0|0.0|0.0|0.0|CHESAPEAKE ENERGY
383|2009|21541.0|12602.0|24011.0|91.0|38200.0|0.0|0.0|CIRQUE RESOURCES
384|2010|100060.0|60876.0|179374.0|635.0|110951.0|0.0|0.0|CIRQUE RESOURCES
385|2009|465469.0|404893.0|6001390.0|38747.0|471002.0|244639.0|0.0|CITATION OIL & GAS
386|2010|434458.0|352736.0|5958031.0|38314.0|446477.0|175159.0|0.0|CITATION OIL & GAS
387|2011|394147.0|314510.0|5119622.0|32598.0|392577.0|137168.0|0.0|CITATION OIL & GAS
388|2012|361312.0|279126.0|5244984.0|33297.0|366321.0|109008.0|0.0|CITATION OIL & GAS
389|2013|345829.0|261627.0|5609465.0|33760.0|349699.0|94430.0|0.0|CITATION OIL & GAS
390|2014|339604.0|264143.0|5710487.0|34221.0|339091.0|59411.0|0.0|CITATION OIL & GAS
391|2015|310293.0|243093.0|5530395.0|32776.0|316073.0|41649.0|59959.0|CITATION OIL & GAS
392|2016|255324.0|166157.0|4036747.0|26057.0|251245.0|40819.0|53811.0|CITATION OIL & GAS
393|2017|272762.0|226385.0|3978936.0|27091.0|274275.0|77688.0|68570.0|CITATION OIL & GAS
394|2018|266261.0|187604.0|4069115.0|27995.0|266381.0|46985.0|57537.0|CITATION OIL & GAS
395|2019|251441.0|151746.0|3802171.0|27443.0|254783.0|49318.0|38988.0|CITATION OIL & GAS
396|2014|18988.0|0.0|0.0|0.0|18794.0|0.0|0.0|CITIES SERVICE OIL
397|2015|10703.0|0.0|0.0|0.0|10614.0|0.0|0.0|CITIES SERVICE OIL
398|2016|17586.0|0.0|0.0|0.0|18494.0|0.0|0.0|CITIES SERVICE OIL
399|2017|19804.0|0.0|0.0|0.0|19579.0|0.0|0.0|CITIES SERVICE OIL
400|2018|5350.0|0.0|0.0|0.0|5274.0|0.0|0.0|CITIES SERVICE OIL
401|2013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|CLEAN ENERGY FLUID SYSTEMS
402|2014|2517.0|0.0|0.0|0.0|2517.0|0.0|0.0|CLEAN ENERGY FLUID SYSTEMS
403|2015|804.0|0.0|0.0|0.0|804.0|0.0|0.0|CLEAN ENERGY FLUID SYSTEMS
404|2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|CLEAN ENERGY FLUID SYSTEMS
405|2017|48.0|0.0|0.0|0.0|48.0|0.0|0.0|CLEAN ENERGY FLUID SYSTEMS
406|2015|3122.0|0.0|15463.0|781.0|3337.0|0.0|0.0|CLEARLY PETROLEUM
407|2016|1049.0|0.0|7076.0|224.0|1285.0|0.0|0.0|CLEARLY PETROLEUM
408|2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|CLEARLY PETROLEUM
409|2018|376.0|0.0|1790.0|60.0|0.0|0.0|0.0|CLEARLY PETROLEUM
410|2019|2753.0|0.0|11972.0|650.0|3061.0|0.0|0.0|CLEARLY PETROLEUM
411|2009|41806.0|1871.0|842889.0|4592.0|41806.0|0.0|0.0|CLINE PRODUCTION
412|2010|51634.0|1937.0|1062184.0|5096.0|51834.0|0.0|0.0|CLINE PRODUCTION
413|2011|46308.0|1899.0|1011061.0|4621.0|46798.0|0.0|0.0|CLINE PRODUCTION
414|2012|52687.0|1774.0|1164120.0|5264.0|52687.0|0.0|0.0|CLINE PRODUCTION
415|2013|28506.0|784.0|670580.0|3109.0|28347.0|0.0|0.0|CLINE PRODUCTION
416|2014|5327.0|0.0|0.0|0.0|5327.0|0.0|0.0|COASTAL OIL & GAS CORP. & AL-AQUITAINE
417|2015|17170.0|5799.0|83883.0|659.0|14607.0|5799.0|0.0|COBRA OIL & GAS
418|2016|177485.0|92508.0|878237.0|7117.0|180092.0|92260.0|248.0|COBRA OIL & GAS
419|2017|189893.0|131499.0|1111009.0|8030.0|189635.0|112769.0|3224.0|COBRA OIL & GAS
420|2018|255351.0|160523.0|1712501.0|13412.0|252036.0|123301.0|14336.0|COBRA OIL & GAS
421|2019|1238557.0|663877.0|9891577.0|99840.0|1231490.0|402971.0|164840.0|COBRA OIL & GAS
422|2019|0.0|0.0|0.0|0.0|327.0|0.0|0.0|COMPASS SWD
423|2019|332.0|0.0|0.0|0.0|240.0|0.0|0.0|COMPLETE ENERGY SERVICES
424|2009|86608.0|314093.0|767970.0|13067.0|87228.0|298023.0|0.0|CONDOR PETROLEUM
425|2010|96803.0|359063.0|934920.0|14442.0|95672.0|343656.0|0.0|CONDOR PETROLEUM
426|2011|74136.0|340890.0|791908.0|11294.0|74891.0|324118.0|0.0|CONDOR PETROLEUM
427|2012|91885.0|331480.0|928709.0|12108.0|89402.0|314433.0|0.0|CONDOR PETROLEUM
428|2013|91377.0|286609.0|971583.0|11600.0|89116.0|276061.0|0.0|CONDOR PETROLEUM
429|2014|96778.0|265851.0|997636.0|11820.0|96950.0|240648.0|0.0|CONDOR PETROLEUM
430|2015|77335.0|225903.0|643618.0|11083.0|80063.0|214795.0|0.0|CONDOR PETROLEUM
431|2016|38550.0|126509.0|262136.0|4955.0|37728.0|117127.0|0.0|CONDOR PETROLEUM
432|2017|65641.0|154565.0|499216.0|7948.0|65468.0|134679.0|0.0|CONDOR PETROLEUM
433|2018|77923.0|180623.0|735740.0|10350.0|77053.0|163170.0|0.0|CONDOR PETROLEUM
434|2019|38745.0|93201.0|395152.0|5588.0|38033.0|84536.0|0.0|CONDOR PETROLEUM
435|2013|0.0|16390.0|0.0|0.0|0.0|0.0|0.0|CONOCOPHILLIPS
436|2009|214066.0|140958.0|956180.0|1700.0|217340.0|139364.0|0.0|CONOCOPHILLIPS
437|2010|206385.0|140802.0|1173053.0|1844.0|206287.0|139421.0|0.0|CONOCOPHILLIPS
438|2011|165987.0|112145.0|1042811.0|1670.0|165986.0|110598.0|0.0|CONOCOPHILLIPS
439|2012|163471.0|104198.0|1266155.0|1693.0|162635.0|103120.0|0.0|CONOCOPHILLIPS
440|2013|122921.0|80022.0|1103349.0|1431.0|123562.0|80022.0|0.0|CONOCOPHILLIPS
441|2014|95717.0|55803.0|709026.0|1310.0|94624.0|55802.0|0.0|CONOCOPHILLIPS
442|2015|106025.0|56761.0|810154.0|1585.0|106362.0|45517.0|7982.0|CONOCOPHILLIPS
443|2016|92234.0|49851.0|649271.0|1360.0|92573.0|44721.0|5130.0|CONOCOPHILLIPS
444|2017|80934.0|48597.0|540798.0|1143.0|77647.0|48551.0|46.0|CONOCOPHILLIPS
445|2009|167.0|0.0|0.0|10.0|0.0|0.0|0.0|CONSTRUCTION SERVICE
446|2010|5.0|0.0|0.0|5.0|0.0|0.0|0.0|CONSTRUCTION SERVICE
447|2011|13.0|0.0|0.0|9.0|0.0|0.0|0.0|CONSTRUCTION SERVICE
448|2012|1.0|0.0|0.0|1.0|0.0|0.0|0.0|CONSTRUCTION SERVICE
449|2009|34132.0|0.0|0.0|0.0|36605.0|0.0|0.0|CONTINENTAL RESOURCES
450|2010|38911.0|0.0|0.0|31.0|39407.0|0.0|0.0|CONTINENTAL RESOURCES
451|2011|21136.0|0.0|0.0|0.0|21019.0|0.0|0.0|CONTINENTAL RESOURCES
452|2012|18362.0|0.0|0.0|30.0|18015.0|0.0|0.0|CONTINENTAL RESOURCES
453|2013|18871.0|0.0|0.0|0.0|18893.0|0.0|0.0|CONTINENTAL RESOURCES
454|2014|27387.0|0.0|0.0|31.0|27353.0|0.0|0.0|CONTINENTAL RESOURCES
455|2015|25878.0|0.0|0.0|0.0|26186.0|0.0|0.0|CONTINENTAL RESOURCES
456|2016|24129.0|0.0|0.0|0.0|23614.0|0.0|0.0|CONTINENTAL RESOURCES
457|2017|22769.0|0.0|0.0|0.0|23192.0|0.0|0.0|CONTINENTAL RESOURCES
458|2018|17699.0|0.0|0.0|0.0|17232.0|0.0|0.0|CONTINENTAL RESOURCES
459|2019|9558.0|0.0|0.0|0.0|10085.0|0.0|0.0|CONTINENTAL RESOURCES
460|2009|3656.0|8918.0|2364.0|343.0|3670.0|0.0|0.0|CONTINENTAL RESOURCES
461|2010|3567.0|7540.0|2047.0|320.0|3375.0|0.0|0.0|CONTINENTAL RESOURCES
462|2011|2302.0|4206.0|1579.0|162.0|2608.0|0.0|0.0|CONTINENTAL RESOURCES
463|2012|3891.0|8008.0|1906.0|308.0|3623.0|0.0|0.0|CONTINENTAL RESOURCES
464|2013|3677.0|9308.0|1961.0|358.0|3909.0|0.0|0.0|CONTINENTAL RESOURCES
465|2014|3173.0|7524.0|1814.0|364.0|3132.0|0.0|0.0|CONTINENTAL RESOURCES
466|2009|7978641.0|16880081.0|7509178.0|101640.0|8746827.0|6035009.0|0.0|CONTINENTAL RESOURCES
467|2010|10453726.0|18156009.0|9614114.0|116539.0|12057942.0|8497135.0|0.0|CONTINENTAL RESOURCES
468|2011|18240978.0|23949807.0|15205667.0|157088.0|19352634.0|14689833.0|0.0|CONTINENTAL RESOURCES
469|2012|27665598.0|37372103.0|23427722.0|222977.0|29805103.0|28327005.0|0.0|CONTINENTAL RESOURCES
470|2013|33611475.0|47870686.0|30478120.0|300122.0|34248114.0|36750325.0|0.0|CONTINENTAL RESOURCES
471|2014|39838364.0|57721328.0|42676769.0|368326.0|40331905.0|44587873.0|0.0|CONTINENTAL RESOURCES
472|2015|46920208.0|73340535.0|50730998.0|436567.0|48250092.0|58773190.0|10761549.0|CONTINENTAL RESOURCES
473|2016|39716679.0|70462567.0|44085744.0|459940.0|40303248.0|57334777.0|12892180.0|CONTINENTAL RESOURCES
474|2017|41671029.0|78263003.0|53764406.0|459032.0|45399453.0|68474109.0|13310742.0|CONTINENTAL RESOURCES
475|2018|52820976.0|114654134.0|71566072.0|494234.0|60409453.0|100668097.0|19900933.0|CONTINENTAL RESOURCES
476|2019|65946601.0|152036348.0|85106927.0|554351.0|71970226.0|128608522.0|24144529.0|CONTINENTAL RESOURCES
477|2014|140.0|0.0|0.0|34.0|217.0|0.0|0.0|CORE 54 OIL AND GAS
478|2015|697.0|0.0|41.0|26.0|441.0|0.0|0.0|CORE 54 OIL AND GAS
479|2016|524.0|0.0|0.0|44.0|676.0|0.0|0.0|CORE 54 OIL AND GAS
480|2017|234.0|0.0|0.0|7.0|424.0|0.0|0.0|CORE 54 OIL AND GAS
481|2018|468.0|0.0|0.0|18.0|230.0|0.0|0.0|CORE 54 OIL AND GAS
482|2019|351.0|0.0|0.0|9.0|233.0|0.0|0.0|CORE 54 OIL AND GAS
483|2011|24984.0|0.0|560671.0|4331.0|25158.0|0.0|0.0|CORINTHIAN EXPLORATION (USA
484|2012|132686.0|42473.0|670425.0|5634.0|194825.0|0.0|0.0|CORINTHIAN EXPLORATION (USA
485|2013|370993.0|345522.0|1279579.0|11746.0|465310.0|6578.0|0.0|CORINTHIAN EXPLORATION (USA
486|2014|478788.0|453084.0|1839887.0|17344.0|659940.0|5020.0|0.0|CORINTHIAN EXPLORATION (USA
487|2015|393513.0|237606.0|1698909.0|19093.0|402383.0|993.0|61479.0|CORINTHIAN EXPLORATION (USA
488|2016|53787.0|15152.0|232535.0|2917.0|44159.0|0.0|12162.0|CORINTHIAN EXPLORATION (USA
489|2009|88749.0|161355.0|263702.0|4410.0|90725.0|143645.0|0.0|CORNERSTONE NATURAL RESOURCES
490|2010|91932.0|148092.0|324655.0|4548.0|108895.0|132399.0|0.0|CORNERSTONE NATURAL RESOURCES
491|2011|275052.0|283923.0|867113.0|8048.0|288273.0|261308.0|0.0|CORNERSTONE NATURAL RESOURCES
492|2012|390371.0|432049.0|1713719.0|11684.0|402442.0|367491.0|0.0|CORNERSTONE NATURAL RESOURCES
493|2013|457409.0|528944.0|2012719.0|13634.0|451925.0|458812.0|0.0|CORNERSTONE NATURAL RESOURCES
494|2014|438477.0|523154.0|1903206.0|14488.0|434891.0|433020.0|0.0|CORNERSTONE NATURAL RESOURCES
495|2015|329688.0|567774.0|2131032.0|13039.0|319515.0|433750.0|32482.0|CORNERSTONE NATURAL RESOURCES
496|2016|184005.0|348851.0|1094095.0|9855.0|178351.0|295350.0|3811.0|CORNERSTONE NATURAL RESOURCES
497|2017|182713.0|269638.0|1052573.0|9909.0|181086.0|215295.0|4894.0|CORNERSTONE NATURAL RESOURCES
498|2018|169462.0|263212.0|1120714.0|9929.0|165799.0|205071.0|8931.0|CORNERSTONE NATURAL RESOURCES
499|2019|150104.0|240730.0|1078712.0|10106.0|146255.0|171580.0|19476.0|CORNERSTONE NATURAL RESOURCES
500|2012|0.0|0.0|0.0|0.0|0.0|0.0|0.0|COUNTY PROD. DURING FOR FO
501|2013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|COUNTY PROD. DURING FOR FO
502|2011|15874.0|34380.0|56418.0|612.0|14060.0|6650.0|0.0|CRESCENT POINT ENERGY US
503|2012|611292.0|427579.0|823875.0|4347.0|617542.0|52788.0|0.0|CRESCENT POINT ENERGY US
504|2013|1201524.0|1117691.0|1353625.0|9038.0|1205414.0|404837.0|0.0|CRESCENT POINT ENERGY US
505|2014|719415.0|802536.0|855337.0|9740.0|772243.0|424572.0|0.0|CRESCENT POINT ENERGY US
506|2015|1094161.0|1068336.0|1471217.0|12428.0|1165534.0|936150.0|93422.0|CRESCENT POINT ENERGY US
507|2016|1481479.0|1219969.0|3643634.0|46129.0|1547529.0|920099.0|277091.0|CRESCENT POINT ENERGY US
508|2017|2385665.0|2192673.0|6572260.0|57051.0|2428087.0|1727303.0|404608.0|CRESCENT POINT ENERGY US
509|2018|4637161.0|4990702.0|11497545.0|65363.0|4648926.0|3069020.0|1817762.0|CRESCENT POINT ENERGY US
510|2019|5785513.0|7731332.0|13065063.0|44305.0|5789666.0|6579270.0|1087148.0|CRESCENT POINT ENERGY US
511|2017|2785.0|0.0|0.0|0.0|2269.0|0.0|0.0|CROSBY WATER SYSTEMS
512|2018|2666.0|0.0|0.0|0.0|2627.0|0.0|0.0|CROSBY WATER SYSTEMS
513|2019|2373.0|0.0|0.0|0.0|2360.0|0.0|0.0|CROSBY WATER SYSTEMS
514|2009|95364.0|0.0|0.0|0.0|95364.0|0.0|0.0|CRUDE PROCESSING
515|2010|68138.0|0.0|0.0|0.0|68138.0|0.0|0.0|CRUDE PROCESSING
516|2014|142221.0|0.0|0.0|0.0|142221.0|0.0|0.0|CRUDE PROCESSING
517|2015|147167.0|0.0|0.0|0.0|147167.0|0.0|0.0|CRUDE PROCESSING
518|2016|54207.0|0.0|0.0|0.0|54207.0|0.0|0.0|CRUDE PROCESSING
519|2017|100872.0|0.0|0.0|0.0|100875.0|0.0|0.0|CRUDE PROCESSING
520|2018|135336.0|0.0|0.0|0.0|135336.0|0.0|0.0|CRUDE PROCESSING
521|2019|46894.0|0.0|0.0|0.0|46894.0|0.0|0.0|CRUDE PROCESSING
522|2013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|CURTIS MILLER D/B/A MILLER PETROLEUM
523|2012|2918.0|0.0|0.0|0.0|1302.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
524|2013|14716.0|0.0|0.0|0.0|14301.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
525|2014|33150.0|0.0|0.0|0.0|33783.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
526|2015|19683.0|0.0|0.0|0.0|19641.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
527|2016|8902.0|0.0|0.0|0.0|8995.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
528|2017|9470.0|0.0|0.0|0.0|8987.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
529|2018|10844.0|0.0|0.0|0.0|10809.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
530|2019|13156.0|0.0|0.0|0.0|13427.0|0.0|0.0|CYPRESS ENERGY PARTNERS - BAKKEN
531|2010|1381.0|817.0|1680.0|119.0|1541.0|533.0|0.0|DABB ENERGY
532|2011|3972.0|3410.0|4296.0|365.0|3849.0|1396.0|0.0|DABB ENERGY
533|2012|2267.0|2225.0|2615.0|213.0|2510.0|1024.0|0.0|DABB ENERGY
534|2015|5202.0|0.0|0.0|0.0|5089.0|0.0|0.0|DAHL SWD
535|2016|5366.0|0.0|0.0|0.0|5343.0|0.0|0.0|DAHL SWD
536|2017|9463.0|0.0|0.0|0.0|9444.0|0.0|0.0|DAHL SWD
537|2018|14590.0|0.0|0.0|0.0|14400.0|0.0|0.0|DAHL SWD
538|2019|13638.0|0.0|0.0|0.0|13528.0|0.0|0.0|DAHL SWD
539|2009|24107.0|35378.0|81974.0|4501.0|24751.0|35258.0|0.0|DAKOTA CRUDE
540|2010|24945.0|34693.0|105461.0|5038.0|24853.0|34573.0|0.0|DAKOTA CRUDE
541|2011|16580.0|18835.0|58894.0|3166.0|16448.0|18745.0|0.0|DAKOTA CRUDE
542|2012|8478.0|3611.0|27039.0|1203.0|8283.0|3611.0|0.0|DAKOTA CRUDE
543|2013|9649.0|3071.0|53435.0|1238.0|10006.0|3071.0|0.0|DAKOTA CRUDE
544|2014|10440.0|2193.0|60323.0|1515.0|10310.0|2193.0|0.0|DAKOTA CRUDE
545|2015|2076.0|2786.0|3174.0|360.0|2112.0|2786.0|0.0|DAKOTA CRUDE
546|2016|3642.0|5792.0|4730.0|701.0|3210.0|5792.0|0.0|DAKOTA CRUDE
547|2017|5569.0|4018.0|4917.0|1171.0|5975.0|4018.0|0.0|DAKOTA CRUDE
548|2018|9959.0|3840.0|7375.0|1661.0|9685.0|3841.0|0.0|DAKOTA CRUDE
549|2019|10048.0|2365.0|7536.0|1691.0|10257.0|2365.0|0.0|DAKOTA CRUDE
550|2018|80.0|0.0|0.0|0.0|0.0|0.0|0.0|DAKOTA FLUID SOLUTIONS
551|2019|932.0|0.0|0.0|0.0|897.0|0.0|0.0|DAKOTA FLUID SOLUTIONS
552|2011|2255729.0|1047615.0|692214.0|7940.0|2617327.0|932507.0|0.0|DAKOTA-3 E&P COMPANY
553|2009|3654.0|0.0|0.0|276.0|3450.0|0.0|0.0|DAKOTA-3
554|2010|2945.0|0.0|0.0|224.0|2846.0|0.0|0.0|DAKOTA-3
555|2011|1964.0|0.0|140.0|208.0|1745.0|0.0|0.0|DAKOTA-3
556|2012|1956.0|0.0|0.0|296.0|2036.0|0.0|0.0|DAKOTA-3
557|2013|1149.0|0.0|0.0|167.0|1420.0|0.0|0.0|DAKOTA-3
558|2009|2765.0|8249.0|0.0|730.0|3260.0|7700.0|0.0|DAVID H. ARRINGTON OIL & GAS
