|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|AMBER ELIZABETH 36-25H|SESW   36 151 101|MCK|23615|2208|1792|30|2445|2243|1769|MUREX PETROLEUM CORPORATION|ALEXANDER - BAKKE|2014_09
1|BILL 14-23 2TFH|SWSW   11 151 101|MCK|22021|1915|4595|30|1694|3443|1235|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
2|BILL 14-23 3H|NWNE   14 151 101|MCK|25091|3460|3867|5|3443|1089|1089|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
3|BILL 14-23 4TFH|NWNE   14 151 101|MCK|25645|447|2896|8|501|226|226|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
4|BILL 14-23 5TFH|NWNE   14 151 101|MCK|25092|0|517|2|18|2|2|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
5|BILL 14-23 6H|NWNE   14 151 101|MCK|25644|4898|6688|6|4630|155|155|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
6|BILL 14-23 1H|SWSW   11 151 101|MCK|22023|3657|22204|30|3305|3528|2688|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
7|PORTER  35-26 #1TFH|SESW   35 151 101|MCK|23319|1134|3087|18|1360|1418|1327|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
8|PORTER  35-26 #2H|SESW   35 151 101|MCK|23320|1445|3358|18|1584|1544|1508|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
9|TIMBER CREEK 13-24 1TFH|NENW   13 151 101|MCK|23302|4144|7987|26|4107|4097|1185|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_09
10|SKEDSVOLD     23-6|SENW   23 151 101|MCK|9132|673|0|30|698|0|0|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2014_09
11|BOLKEN   24-12|NWSW   24 151 101|MCK|9617|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_09
12|SKEDSVOLD     1|SENE   23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_09
13|SOVIG  25-2|NWNE   25 151 101|MCK|9844|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_09
14|HANSEN 2-23|W2SE   23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2014_09
15|SKEDSVOLD     1|SENE   23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2014_09
16|ALEXANDRIA    161-100-22-15H-1|SESW   22 161 100|DIV|28501|-|-|-|3402|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_09
17|ALEXANDRIA 161-100-17-20H-1|NENW   17 161 100|DIV|27921|-|-|-|10463|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_09
18|ALEXANDRIA 161-100-27-34H-1|SESW   22 161 100|DIV|28502|-|-|-|6761|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_09
19|ALEXANDRIA 161-100-8-5H-1|NENW   17 161 100|DIV|27922|-|-|-|8774|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_09
20|ALEXANDRIA    1-33-28HTF|LOT3   1  160 101|DIV|23323|1412|2544|27|1357|1413|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
21|ALEXANDRIA    161-100-24-13H-1|SESW   24 161 100|DIV|26256|4503|7411|30|4602|3507|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
22|ALEXANDRIA    161-100-32-29H-1|SWSE   32 161 100|DIV|27725|6059|8397|30|5994|3918|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
23|ALEXANDRIA 1-26-35H|NENW   26 161 100|DIV|25096|3652|5998|30|4026|3140|2347|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
24|ALEXANDRIA 161-100-18-19H-1|NENW   18 161 100|DIV|25666|3861|6787|30|3850|2582|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
25|ALEXANDRIA 161-100-23-14H-1|NENW   26 161 100|DIV|26259|6231|8678|30|6434|4432|3566|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
26|ALEXANDRIA 161-100-7-6H-1|NENW   18 161 100|DIV|25667|3775|6619|30|3653|2096|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_09
27|GARY LEE 31-30H|SESW   31 161 100|DIV|26475|5439|8926|28|5299|2042|0|MUREX PETROLEUM CORPORATION|ALEXANDRIA - BAKKE|2014_09
28|MARVIN 14-34HS|SESW   34 162 100|DIV|26752|7037|9506|30|7129|5087|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_09
29|PAUL 3-4HS|LOT3   4  161 100|DIV|26592|5427|8893|30|5478|3226|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_09
30|TOMLINSON 3-1HS|LOT3   1  161 100|DIV|21888|2200|3267|30|2243|1523|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_09
31|TOMLINSON 3-2HS|LOT3   2  161 100|DIV|25533|4494|7162|30|4652|2239|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_09
32|MALLARD 5692 31-22 11T2|NWSW   22 156 92 |MTL|27224|-|-|-|32|-|0|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
33|MALLARD 5692 31-22 8B|NWSW   22 156 92 |MTL|27223|-|-|-|12370|-|13400|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
34|OASIS MEIERS 5692 43-18 4T2|SWSE   18 156 92 |MTL|27598|-|-|-|400|-|0|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
35|OASIS MEIERS 5692 43-18 5B|SWSE   18 156 92 |MTL|27599|-|-|-|15106|-|9553|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
36|OASIS MEIERS 5692 43-18 7T2|SWSE   18 156 92 |MTL|27601|-|-|-|22870|-|0|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
37|OASIS MEIERS 5692 43-18 8B|SWSE   18 156 92 |MTL|27602|-|-|-|12562|-|7876|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2014_09
38|ROSS  10-18H|SWSE   18 156 92 |MTL|18024|1886|1494|30|1425|906|358|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
39|ROSS  18-10H|SESE   10 156 92 |MTL|18843|514|471|12|433|302|151|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
40|ROSS  29-1716H|NWNE    17 156 92 |MTL|19722|1286|991|30|1325|1370|930|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
41|ROSS  4-05H|SESE    5  156 92 |MTL|17526|1153|1098|29|1119|829|357|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
42|ROSS 100-09H|SWSW    9  156 92 |MTL|18444|965|741|29|874|1590|1012|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
43|ROSS 1-09H|SWSE    9  156 92 |MTL|17950|712|515|29|867|446|205|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
44|ROSS 11-27H|SESE    27 156 92 |MTL|18062|1046|403|30|1061|870|361|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
45|ROSS 12-06H|SESE    6  156 92 |MTL|18118|615|579|30|810|798|277|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
46|ROSS 13-15H|SESE    15 156 92 |MTL|18819|859|609|30|847|844|526|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
47|ROSS 15-28H|SESE    28 156 92 |MTL|18763|1377|509|29|1434|1424|803|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
48|ROSS 20-16H|NWNW    16 156 92 |MTL|16587|955|505|30|926|1019|669|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
49|ROSS 21-04H|LOT1    4  156 92 |MTL|18310|1138|1173|29|1100|1763|1374|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
50|ROSS 22-07H|SESE    7  156 92 |MTL|19358|1246|1044|30|1073|1823|1257|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
51|ROSS 27-2728H|SESW    27 156 92 |MTL|19560|1927|604|29|2102|1731|1023|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
52|ROSS 28-1615H|NWNE    16 156 92 |MTL|20295|1098|583|29|1278|1138|835|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
53|ROSS 30-0915H|NWNE    9  156 92 |MTL|20296|867|791|29|848|889|155|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
54|ROSS 3-04H|LOT3    4  156 92 |MTL|17795|669|702|30|874|726|311|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
55|ROSS 31-0806H|SESW    8  156 92 |MTL|19679|1846|975|29|1692|1565|930|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
56|ROSS 32-1707H|SESW    17 156 92 |MTL|19767|1827|1048|29|1755|1210|566|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
57|ROSS 33-0434H|SESW    4  156 92 |MTL|19793|1630|1420|30|1689|1508|1077|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
58|ROSS 34-0533H|SESW    5  156 92 |MTL|19794|1621|1128|30|1773|1148|698|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
59|ROSS 35-0331H|SESE    3  156 92 |MTL|19854|1917|1518|29|1742|2350|1920|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
60|ROSS 36-1707H|SWSW    17 156 92 |MTL|22354|3890|2469|30|3928|3582|192|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
61|ROSS 5-08H|SWSE    8  156 92 |MTL|17531|1032|755|29|876|952|302|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
62|ROSS 7-17H|NWNW    17 156 92 |MTL|16586|777|933|30|790|872|436|EOG RESOURCES, INC.|ALGER - BAKKE|2014_09
63|ANDERSON      11-13H|NWNW    13 155 92 |MTL|18647|1323|438|30|1342|1325|1205|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
64|BAKKE  11-24H|NWNW    24 155 92 |MTL|17359|1505|313|30|1439|1980|1860|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
65|CLIFF 12-24H-25|SWNW    24 155 92 |MTL|23905|680|87|17|1028|677|609|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
66|CLIFFORD     14-24H-25|SWSW    24 155 92 |MTL|20514|2112|379|30|2230|3129|3009|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
67|EMIL 14-13H-24|SWSW    13 155 92 |MTL|22122|1899|483|30|2077|1347|1227|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
68|IRENE 12-13H-24|SWNW    13 155 92 |MTL|24511|2161|467|30|2230|2665|2545|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2014_09
69|EN-ABRAHAMSON-155-93- 3019H-1|SWSE    30 155 93 |MTL|18838|1680|643|27|1674|1450|1326|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
70|EN-ABRAHAMSON-155-93- 3019H-2|SWSE    30 155 93 |MTL|18839|1875|596|30|1874|1524|1385|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
71|EN-ABRAHAMSON-155-93- 3019H-3|SWSE    30 155 93 |MTL|18840|2582|1786|28|2562|3705|3514|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
72|EN-CVANCARA 155-93-1522H-2|NENW    15 155 93 |MTL|24004|1456|452|15|1458|1218|1130|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
73|EN-CVANCARA 155-93-1522H-3|NENW    15 155 93 |MTL|24003|0|0|0|10|0|0|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
74|EN-CVANCARA-155-93- 1522H-1|NENW    15 155 93 |MTL|17389|827|135|15|828|939|889|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
75|EN-DOBROVOLNY- 155-93-2128H-4|NENW    21 155 93 |MTL|26984|6312|2345|21|6315|7037|6655|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
76|EN-DOBROVOLNY- 155-93-2128H-5|NENW    21 155 93 |MTL|26985|8452|4511|23|8497|9687|9176|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
77|EN-DOBROVOLNY- 155-93-2128H-6|NENW    21 155 93 |MTL|26986|12385|6300|30|12399|13659|12909|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
78|EN-DOBROVOLNY- 155-93-2128H-7|NENW    21 155 93 |MTL|26987|13384|6533|30|13384|14673|13863|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
79|EN-DOBROVOLNY-155-93- 2128H-1|NWNE    21 155 93 |MTL|18405|3147|4919|30|3135|3059|2868|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
80|EN-DOBROVOLNY-155-93- 2128H-2|NENW    21 155 93 |MTL|22769|1161|1179|15|1170|1558|1488|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
81|EN-DOBROVOLNY-155-93- 2128H-3|NENW    21 155 93 |MTL|22770|1731|739|15|1736|1380|1275|HESS BAKKEN INVESTMENTS II, LLC|ALGER - BAKKE|2014_09
