|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|AMBER ELIZABETH 36-25H|SESW  36 151 101|MCK|23615|2146|1669|28|2182|2849|2475|MUREX PETROLEUM CORPORATION|ALEXANDER - BAKKE|2015_02
1|BILL 14-23 2TFH|SWSW  11 151 101|MCK|22021|1327|6757|28|1289|1620|1217|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
2|BILL 14-23 3H|NWNE  14 151 101|MCK|25091|7797|25761|18|7912|15030|11582|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
3|BILL 14-23 4TFH|NWNE  14 151 101|MCK|25645|2910|30358|28|2832|581|448|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
4|BILL 14-23 5TFH|NWNE  14 151 101|MCK|25092|932|30765|28|915|40|31|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
5|BILL 14-23 6H|NWNE  14 151 101|MCK|25644|7210|21758|28|7141|4773|3678|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
6|BILL 14-23 1H|SWSW  11 151 101|MCK|22023|6178|12222|28|6047|6336|4727|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
7|PORTER  35-26 #1TFH|SESW  35 151 101|MCK|23319|1729|4937|28|1887|1465|1307|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
8|PORTER  35-26 #2H|SESW  35 151 101|MCK|23320|2037|3141|28|2111|2314|2271|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
9|TIMBER CREEK 13-24 1TFH|NENW  13 151 101|MCK|23302|4165|6840|28|4362|3577|2531|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
10|TIMBER CREEK 13-24 2H|NENW  13 151 101|MCK|23301|10283|7777|23|9860|11608|10770|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_02
11|SKEDSVOLD     23-6|SENW  23 151 101|MCK|9132|827|10|28|681|0|0|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2015_02
12|BOLKEN   24-12|NWSW  24 151 101|MCK|9617|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_02
13|SKEDSVOLD 1|SENE  23 151 101|MCK|8165|295|1382|24|352|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_02
14|SOVIG  25-2|NWNE  25 151 101|MCK|9844|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_02
15|HANSEN 2-23|W2SE  23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2015_02
16|SKEDSVOLD 1|SENE  23 151 101|MCK|8165|78|0|24|94|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2015_02
17|ALEXANDRIA    1-33-28HTF|LOT3  1  160 101|DIV|23323|1176|2012|28|1154|1340|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
18|ALEXANDRIA    161-100-21-16H-1|SWSE  21 161 100|DIV|28507|6697|7958|28|6646|3483|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
19|ALEXANDRIA    161-100-22-15H-1|SESW  22 161 100|DIV|28501|5848|6063|28|5834|3328|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
20|ALEXANDRIA    161-100-24-13H-1|SESW  24 161 100|DIV|26256|4039|7950|28|3894|2845|2344|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
21|ALEXANDRIA    161-100-32-29H-1|SWSE  32 161 100|DIV|27725|3750|5489|28|4014|2597|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
22|ALEXANDRIA 1-26-35H|NENW  26 161 100|DIV|25096|2404|4028|24|2133|1810|952|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
23|ALEXANDRIA 161-100-17-20H-1|NENW  17 161 100|DIV|27921|5585|5679|28|5150|3650|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
24|ALEXANDRIA 161-100-18-19H-1|NENW  18 161 100|DIV|25666|2881|5002|28|3013|1714|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
25|ALEXANDRIA 161-100-23-14H-1|NENW  26 161 100|DIV|26259|4537|6571|28|4632|2748|1293|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
26|ALEXANDRIA 161-100-27-34H-1|SESW  22 161 100|DIV|28502|5968|6639|28|5815|3778|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
27|ALEXANDRIA 161-100-7-6H-1|NENW  18 161 100|DIV|25667|3086|5221|28|2986|1099|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
28|ALEXANDRIA 161-100-8-5H-1|NENW  17 161 100|DIV|27922|5079|7369|28|5129|2888|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_02
29|GARY LEE 31-30H|SESW  31 161 100|DIV|26475|2858|4383|24|3041|522|33|MUREX PETROLEUM CORPORATION|ALEXANDRIA - BAKKE|2015_02
30|MARVIN 14-34HS|SESW  34 162 100|DIV|26752|4127|5911|28|4323|3093|2535|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2015_02
31|PAUL 3-4HS|LOT3  4  161 100|DIV|26592|3456|5527|28|3617|2097|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2015_02
32|TOMLINSON 3-1HS|LOT3  1  161 100|DIV|21888|1720|2995|28|1745|1504|1167|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2015_02
33|TOMLINSON 3-2HS|LOT3  2  161 100|DIV|25533|2035|3532|20|2096|1591|1324|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2015_02
34|ROSS  10-18H|SWSE  18 156 92 |MTL|18024|1220|766|28|1337|1203|906|EOG RESOURCES, INC.|ALGER - BAKKE|2015_02
35|ROSS  18-10H|SESE  10 156 92 |MTL|18843|791|581|28|711|632|350|EOG RESOURCES, INC.|ALGER - BAKKE|2015_02
36|ROSS  29-1716H|NWNE  17 156 92 |MTL|19722|1062|708|28|1127|1149|872|EOG RESOURCES, INC.|ALGER - BAKKE|2015_02
37|ROSS  4-05H|SESE  5  156 92 |MTL|17526|1042|777|28|890|987|695|EOG RESOURCES, INC.|ALGER - BAKKE|2015_02
38|ROSS 100-09H|SWSW  9  156 92 |MTL|18444|704|570|17|652|782|645|EOG RESOURCES, INC.|ALGER - BAKKE|2015_02
