|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|SKEDSVOLD     23-6|SENW   23 151 101|MCK|9132|1084|45|29|1125|896|896|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2011_12
1|BOLKEN    24-12|NWSW   24 151 101|MCK|9617|367|2837|31|450|350|350|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_12
2|SKEDSVOLD     1|SENE   23 151 101|MCK|8165|283|597|31|357|50|50|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_12
3|SOVIG  25-2|NWNE   25 151 101|MCK|9844|104|365|31|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2011_12
4|HANSEN 2-23|W2SE   23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2011_12
5|SKEDSVOLD     1|SENE   23 151 101|MCK|8165|75|0|31|95|13|13|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2011_12
6|BARSTAD 23-14   #1-H|SWSE   23 156 93 |MTL|20907|-|-|-|19548|-|8965|BRIGHAM OIL & GAS, L.P.|ALGER - CONFIDENTIA|2011_12
7|BARSTAD 23-14 #2TFH|SWSE   23 156 93 |MTL|20908|-|-|-|10671|-|5214|BRIGHAM OIL & GAS, L.P.|ALGER - CONFIDENTIA|2011_12
8|ROSS 35-0331H|SESE   3  156 92 |MTL|19854|-|-|-|9318|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2011_12
9|CASPIAN 5693 43-11H|SWSE   11 156 93 |MTL|21048|-|-|-|6960|-|687|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2011_12
10|HERON 5693 43-12H|SWSE   12 156 93 |MTL|21110|-|-|-|15540|-|2946|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2011_12
11|ADIX 25 1-H|NWNW   25 155 92 |MTL|17481|2331|1050|31|2777|1305|1305|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
12|ALGER STATE 16-21 1-H|SESW   9  155 92 |MTL|20373|9326|3654|30|10000|1757|0|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
13|ANDERSON 28-33 1-H|NWNW   28 155 92 |MTL|17351|6780|2747|31|7476|6048|6048|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
14|ARVID ANDERSON 14-11 1-H|SWSE   14 155 92 |MTL|19198|8110|3734|31|7504|2410|0|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
15|BAKKE 23 1-H|NWNW   23 155 92 |MTL|16893|446|130|12|411|101|101|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
16|BROWN 30-19 #2H|NENW   31 156 93 |MTL|20790|9740|4933|22|11266|10726|2823|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
17|BROWN 30-19 1-H|SWSE   30 156 93 |MTL|18760|7273|4224|31|7752|12154|11611|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
18|BURES 20-29 1H|NWNE   20 155 93 |MTL|19058|21179|4224|31|19846|20541|8754|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2011_12
