|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|AMBER ELIZABETH 36-25H|SESW   36 151 101|MCK|23615|1548|1535|18|1367|1332|1025|MUREX PETROLEUM CORPORATION|ALEXANDER - BAKKE|2014_10
1|BILL 14-23 2TFH|SWSW   11 151 101|MCK|22021|1772|3969|29|1999|2837|1715|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
2|BILL 14-23 3H|NWNE   14 151 101|MCK|25091|1295|3506|2|1525|1060|1060|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
3|BILL 14-23 4TFH|NWNE   14 151 101|MCK|25645|3863|12132|8|3644|3927|3927|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
4|BILL 14-23 5TFH|NWNE   14 151 101|MCK|25092|552|12002|18|515|483|483|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
5|BILL 14-23 6H|NWNE   14 151 101|MCK|25644|10112|15017|18|9879|8258|8258|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
6|BILL 14-23 1H|SWSW   11 151 101|MCK|22023|8208|20203|31|8194|8654|6546|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
7|PORTER  35-26 #1TFH|SESW   35 151 101|MCK|23319|1931|4887|23|622|1587|1229|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
8|PORTER  35-26 #2H|SESW   35 151 101|MCK|23320|1453|5255|23|624|698|580|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
9|TIMBER CREEK 13-24 1TFH|NENW   13 151 101|MCK|23302|7|58|1|0|2|0|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
10|TIMBER CREEK 13-24 2H|NENW   13 151 101|MCK|23301|7100|15185|31|6726|6939|2640|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2014_10
11|SKEDSVOLD     23-6|SENW   23 151 101|MCK|9132|440|18|26|481|0|0|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2014_10
12|BOLKEN   24-12|NWSW   24 151 101|MCK|9617|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_10
13|SKEDSVOLD 1|SENE   23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_10
14|SOVIG  25-2|NWNE   25 151 101|MCK|9844|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2014_10
15|HANSEN 2-23|W2SE   23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2014_10
16|SKEDSVOLD 1|SENE   23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2014_10
17|ALEXANDRIA    161-100-21-16H-1|SWSE   21 161 100|DIV|28507|-|-|-|6224|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_10
18|ALEXANDRIA    161-100-22-15H-1|SESW   22 161 100|DIV|28501|-|-|-|6295|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_10
19|ALEXANDRIA 161-100-27-34H-1|SESW   22 161 100|DIV|28502|-|-|-|7516|-|0|HUNT OIL COMPANY|ALEXANDRIA - CONFIDENTIA|2014_10
20|ALEXANDRIA    1-33-28HTF|LOT3   1  160 101|DIV|23323|1565|2722|31|1630|1600|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
21|ALEXANDRIA    161-100-24-13H-1|SESW   24 161 100|DIV|26256|4544|7146|31|4655|3260|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
22|ALEXANDRIA    161-100-32-29H-1|SWSE   32 161 100|DIV|27725|6302|8465|31|6573|3979|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
23|ALEXANDRIA 1-26-35H|NENW   26 161 100|DIV|25096|3455|5714|31|3415|2900|2353|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
24|ALEXANDRIA 161-100-17-20H-1|NENW   17 161 100|DIV|27921|6493|6595|28|6246|3596|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
25|ALEXANDRIA 161-100-18-19H-1|NENW   18 161 100|DIV|25666|4191|7143|31|4300|2605|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
26|ALEXANDRIA 161-100-23-14H-1|NENW   26 161 100|DIV|26259|6275|8605|31|6488|4092|3489|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
27|ALEXANDRIA 161-100-7-6H-1|NENW   18 161 100|DIV|25667|3558|5822|31|3645|1649|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
28|ALEXANDRIA 161-100-8-5H-1|NENW   17 161 100|DIV|27922|7734|10475|31|7763|4670|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2014_10
29|GARY LEE 31-30H|SESW   31 161 100|DIV|26475|3902|6703|26|4257|1459|0|MUREX PETROLEUM CORPORATION|ALEXANDRIA - BAKKE|2014_10
30|MARVIN 14-34HS|SESW   34 162 100|DIV|26752|6598|8719|29|6435|4461|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_10
31|PAUL 3-4HS|LOT3   4  161 100|DIV|26592|4383|7171|26|4372|2283|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_10
32|TOMLINSON 3-1HS|LOT3   1  161 100|DIV|21888|2137|3701|30|2115|1587|1156|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_10
33|TOMLINSON 3-2HS|LOT3   2  161 100|DIV|25533|3709|5019|30|3621|2550|2296|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2014_10
