|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|AMBER ELIZABETH 36-25H|SESW  36 151 101|MCK|23615|2260|1788|31|2147|2877|2447|MUREX PETROLEUM CORPORATION|ALEXANDER - BAKKE|2015_03
1|BILL 14-23 2TFH|SWSW  11 151 101|MCK|22021|1521|6610|31|1511|2400|556|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
2|BILL 14-23 3H|NWNE  14 151 101|MCK|25091|3133|13413|11|3248|5175|3825|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
3|BILL 14-23 4TFH|NWNE  14 151 101|MCK|25645|2884|29349|31|2762|859|635|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
4|BILL 14-23 5TFH|NWNE  14 151 101|MCK|25092|414|29697|31|424|139|103|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
5|BILL 14-23 6H|NWNE  14 151 101|MCK|25644|6220|22967|31|6008|4272|3158|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
6|BILL 14-23 1H|SWSW  11 151 101|MCK|22023|8526|12004|31|8313|9131|3799|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
7|PORTER  35-26 #1TFH|SESW  35 151 101|MCK|23319|1876|6839|31|1825|1810|1680|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
8|PORTER  35-26 #2H|SESW  35 151 101|MCK|23320|1849|2114|31|1835|1684|1563|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
9|TIMBER CREEK 13-24 1TFH|NENW  13 151 101|MCK|23302|3960|7173|31|3686|4049|1685|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
10|TIMBER CREEK 13-24 2H|NENW  13 151 101|MCK|23301|11724|9003|31|11346|12310|7480|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2015_03
11|SKEDSVOLD     23-6|SENW  23 151 101|MCK|9132|755|15|26|912|145|0|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2015_03
12|BOLKEN   24-12|NWSW  24 151 101|MCK|9617|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_03
13|SKEDSVOLD 1|SENE  23 151 101|MCK|8165|192|1010|18|171|76|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_03
14|SOVIG  25-2|NWNE  25 151 101|MCK|9844|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2015_03
15|HANSEN 2-23|W2SE  23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2015_03
16|SKEDSVOLD 1|SENE  23 151 101|MCK|8165|51|0|18|46|47|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2015_03
17|ALEXANDRIA    1-33-28HTF|LOT3  1  160 101|DIV|23323|1312|2206|31|1340|1589|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2015_03
