|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|||||ALSO|INCLUDED|AS|AN|APPENDIX|-|NORTH DAKOTA 58505.|LEVARD, BISMARCK|2013_05
1||WELLS |||ADJUSTED|OIL|ADJUSTED|GAS|WELLS|WELLS|State Summary Report May 2013|LEVARD, BISMARCK|2013_05
2|||April||April|April|May|May|May|May|COUNTY        PROD. DURING           FOR            FO|R       PROD. DURING PROD.DURING   BBLS FOR        MCF FO|2013_05
3|AMBER ELIZABETH 36-25H|SESW    36 151 101|MCK|23615|2551|1935|11|2729|2432|2432|MUREX PETROLEUM CORPORATION|ALEXANDER - BAKKE|2013_05
4|BILL 14-23 2TFH|SWSW    11 151 101|MCK|22021|2970|7813|31|3352|4965|3284|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2013_05
5|BILL 14-23 1H|SWSW    11 151 101|MCK|22023|5075|5736|31|5264|8228|6661|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2013_05
6|PORTER  35-26 #1TFH|SESW    35 151 101|MCK|23319|6132|11518|30|6345|5714|3282|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2013_05
7|PORTER  35-26 #2H|SESW    35 151 101|MCK|23320|5969|5625|21|5335|5519|2871|STATOIL OIL & GAS LP|ALEXANDER - BAKKE|2013_05
8|SKEDSVOLD     23-6|SENW    23 151 101|MCK|9132|655|27|28|377|185|29|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2013_05
9|BOLKEN   24-12|NWSW    24 151 101|MCK|9617|277|1735|22|437|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2013_05
10|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2013_05
11|SOVIG  25-2|NWNE    25 151 101|MCK|9844|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2013_05
12|HANSEN 2-23|W2SE    23 151 101|MCK|15670|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2013_05
13|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|SI|0|0|0|0|0|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2013_05
14|ALEXANDRIA    1-33-28HTF|LOT3    1  160 101|DIV|23323|4968|7325|31|4982|1404|0|HUNT OIL COMPANY|ALEXANDRIA - BAKKE|2013_05
15|TOMLINSON 3-1HS|LOT3    1  161 100|DIV|21888|3718|6355|31|3547|3460|0|SM ENERGY COMPANY|ALEXANDRIA - BAKKE|2013_05
16|CLIFF 12-24H-25|SWNW    24 155 92 |MTL|23905|-|-|-|8294|-|0|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - CONFIDENTIA|2013_05
17|IRENE 12-13H-24|SWNW    13 155 92 |MTL|24511|-|-|-|5305|-|1|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - CONFIDENTIA|2013_05
18|ERVIN 5693 11-24T|NWNW    24 156 93 |MTL|23766|-|-|-|18174|-|9485|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - CONFIDENTIA|2013_05
19|ROSS  10-18H|SWSE    18 156 92 |MTL|18024|399|248|12|388|243|183|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
20|ROSS  18-10H|SESE    10 156 92 |MTL|18843|1246|916|31|1094|1077|902|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
21|ROSS  29-1716H|NWNE    17 156 92 |MTL|19722|1711|1088|31|2041|1742|1587|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
22|ROSS  4-05H|SESE    5  156 92 |MTL|17526|1375|1056|31|1297|1145|990|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
23|ROSS 100-09H|SWSW    9  156 92 |MTL|18444|1057|688|31|1243|983|828|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
24|ROSS 1-09H|SWSE    9  156 92 |MTL|17950|1215|808|31|1279|835|680|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
25|ROSS 11-27H|SESE    27 156 92 |MTL|18062|2038|806|25|1622|1975|1853|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
26|ROSS 12-06H|SESE    6  156 92 |MTL|18118|878|796|22|787|709|600|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
27|ROSS 13-15H|SESE    15 156 92 |MTL|18819|1138|762|31|804|507|302|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
28|ROSS 15-28H|SESE    28 156 92 |MTL|18763|1780|699|31|1672|2193|1990|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
29|ROSS 20-16H|NWNW    16 156 92 |MTL|16587|1213|617|31|1309|935|780|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
30|ROSS 21-04H|LOT1    4  156 92 |MTL|18310|972|843|31|1044|1035|870|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
31|ROSS 22-07H|SESE    7  156 92 |MTL|19358|1259|611|31|1004|988|833|EOG RESOURCES, INC.|ALGER - BAKKE|2013_05
