|WELL_NAME|LOCATION|COUNTY|FILE|OIL|WATER|DAYS|RUNS|GAS|GAS_SOLD|COMPANY|FORMATION|REPORTED_ON
0|SKEDSVOLD     23-6|SENW    23 151 101|MCK|9132|554|78|30|433|472|300|TAQA NORTH USA, INC.|ALEXANDER - DUPERO|2010_09
1|BOLKEN   24-12|NWSW    24 151 101|MCK|9617|346|2599|30|209|474|258|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2010_09
2|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|241|977|30|178|315|188|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2010_09
3|SOVIG  25-2|NWNE    25 151 101|MCK|9844|47|253|30|226|180|0|TAQA NORTH USA, INC.|ALEXANDER - MADISO|2010_09
4|HANSEN 2-23|W2SE    23 151 101|MCK|15670|248|369|30|0|2692|2572|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2010_09
5|SKEDSVOLD     1|SENE    23 151 101|MCK|8165|64|0|30|47|129|50|TAQA NORTH USA, INC.|ALEXANDER - RED RIVE|2010_09
6|DOMASKIN 30-31 1-H|NWNE    30 155 92 |MTL|19057|-|-|-|3761|-|921|BRIGHAM OIL & GAS, L.P.|ALGER - CONFIDENTIA|2010_09
7|ROSS  18-10H|SESE    10 156 92 |MTL|18843|-|-|-|7171|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
8|ROSS 11-27H|SESE    27 156 92 |MTL|18062|-|-|-|7224|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
9|ROSS 12-06H|SESE    6  156 92 |MTL|18118|-|-|-|3630|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
10|ROSS 13-15H|SESE    15 156 92 |MTL|18819|-|-|-|9960|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
11|ROSS 15-28H|SESE    28 156 92 |MTL|18763|-|-|-|13915|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
12|ROSS 20-16H|NWNW    16 156 92 |MTL|16587|-|-|-|4449|-|0|EOG RESOURCES, INC.|ALGER - CONFIDENTIA|2010_09
13|EN-ABRAHAMSON-155-93- 3019H-1|SWSE    30 155 93 |MTL|18838|-|-|-|5737|-|6783|HESS CORPORATION|ALGER - CONFIDENTIA|2010_09
14|EN-ABRAHAMSON-155-93- 3019H-2|SWSE    30 155 93 |MTL|18839|-|-|-|8943|-|11287|HESS CORPORATION|ALGER - CONFIDENTIA|2010_09
15|EN-REHAK-155-93- 0718H-1|NENW    7  155 93 |MTL|18674|-|-|-|5506|-|5575|HESS CORPORATION|ALGER - CONFIDENTIA|2010_09
16|ADIX 25 1-H|NWNW    25 155 92 |MTL|17481|2440|1020|29|2217|1321|1090|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
17|ANDERSON 28-33 1-H|NWNW    28 155 92 |MTL|17351|12355|4238|30|12146|10006|8162|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
18|BAKKE 23 1-H|NWNW    23 155 92 |MTL|16893|833|217|30|653|513|435|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
19|CARKUFF 22 1-H|SESE    22 155 92 |MTL|17165|1803|798|30|1763|1671|1166|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
20|HYNEK 2 1H|LOT 4   2  155 93 |MTL|16898|635|381|20|453|270|162|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
21|JACK CVANCARA 19-18 1-H|SWSE    19 155 92 |MTL|18628|14256|5479|29|14115|13691|10063|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
22|JEROME ANDERSON 15-10 1-H|SWSE    15 155 92 |MTL|18547|8851|3822|30|9034|7063|5789|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
23|LIFFRIG 29-20 1-H|SWSE    29 156 93 |MTL|18371|3051|2258|20|2691|2695|1737|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
24|MANITOU STATE 36 #1-H|SESE    36 156 93 |MTL|17018|767|583|30|431|311|255|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
25|ROSS-ALGER 6-7 1-H|SESW    31 156 92 |MTL|18784|14801|5803|30|15020|13361|11340|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
26|SORENSON 29-32 1-H|NWNE    29 155 92 |MTL|18654|8902|3252|26|8793|7933|5401|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
27|STROBECK 27-34 1-H|NWNW    27 155 92 |MTL|17724|5304|3175|30|4001|4439|3768|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
28|WRIGHT 4-33 1-H|SESW    4  155 93 |MTL|18744|19068|13175|29|18868|20325|10653|BRIGHAM OIL & GAS, L.P.|ALGER - BAKKE|2010_09
29|ROSS  10-18H|SWSE    18 156 92 |MTL|18024|4269|1548|30|3869|2340|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
30|ROSS  4-05H|SESE    5  156 92 |MTL|17526|2582|2189|28|2768|2016|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
31|ROSS 100-09H|SWSW    9  156 92 |MTL|18444|3201|2213|27|3573|1793|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
32|ROSS 1-09H|SWSE    9  156 92 |MTL|17950|2160|1378|30|2322|1721|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
33|ROSS 21-04H|LOT1    4  156 92 |MTL|18310|3079|2397|30|3613|2070|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
34|ROSS 3-04H|LOT3    4  156 92 |MTL|17795|2462|1830|30|2705|1859|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
35|ROSS 5-08H|SWSE    8  156 92 |MTL|17531|3256|1849|30|3501|2328|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
36|ROSS 7-17H|NW NW 17 156 92   |MTL|16586|2236|1978|29|2318|1569|0|EOG RESOURCES, INC.|ALGER - BAKKE|2010_09
37|ANDERSON      11-13H|NWNW    13 155 92 |MTL|18647|14652|6350|30|14360|6580|0|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2010_09
38|BAKKE  11-24H|NWNW    24 155 92 |MTL|17359|2368|695|30|2247|803|0|FIDELITY EXPLORATION & PRODUCTION COMPANY|ALGER - BAKKE|2010_09
39|EN-CVANCARA-155-93- 1522H-1|NENW    15 155 93 |MTL|17389|1677|477|30|1632|1935|1935|HESS CORPORATION|ALGER - BAKKE|2010_09
40|EN-DOBROVOLNY-155-93- 2128H-1|NWNE    21 155 93 |MTL|18405|0|0|0|27|0|0|HESS CORPORATION|ALGER - BAKKE|2010_09
41|EN-HYNEK-155-93- 0112H-1|NENW    1  155 93 |MTL|17378|1339|1004|30|1331|1909|1909|HESS CORPORATION|ALGER - BAKKE|2010_09
42|EN-SKABO TRUST-155-93- 0631H-1|SWSE    6  155 93 |MTL|18677|SI|0|0|0|0|0|HESS CORPORATION|ALGER - BAKKE|2010_09
43|EN-STATE B-155-93- 1609H-1|SESE    16 155 93 |MTL|18229|3804|1383|30|3702|3435|3435|HESS CORPORATION|ALGER - BAKKE|2010_09
44|RS-ANDERSON-156-92- 3229H-1|SESE   32 156 92 |MTL|17664|2464|826|30|2323|3764|3764|HESS CORPORATION|ALGER - BAKKE|2010_09
45|RS-STATE D-155-92- 0203H-1|SESE   2  155 92 |MTL|17792|1495|728|30|1496|1092|1092|HESS CORPORATION|ALGER - BAKKE|2010_09
46|RS-THOMPSON-155-92- 0112H-1|LOT 4  1  155 92 |MTL|17572|3479|987|30|3477|3156|3156|HESS CORPORATION|ALGER - BAKKE|2010_09
47|HYNEK 5693 42-35H|SESW   35 156 93 |MTL|18466|6085|4304|29|6120|4928|0|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - BAKKE|2010_09
48|MELL 44-21H|SESE   21 156 93 |MTL|17477|843|345|30|746|710|0|OASIS PETROLEUM NORTH AMERICA LLC|ALGER - BAKKE|2010_09
49|MYRNA 21X-2|LOT3   2  154 95 |WIL|18431|-|-|-|5304|-|0|XTO ENERGY INC.|ALKALI CREEK - CONFIDENTIA|2010_09
50|EN-LABAR-154-94 0310H-1|NWNW   3  154 94 |MTL|17561|1555|593|27|1426|1749|0|HESS CORPORATION|ALKALI CREEK - BAKKE|2010_09
51|EN-MOE-154-94- 0508H-1|LOT 1  5  154 94 |MTL|17077|967|616|30|1053|3165|0|HESS CORPORATION|ALKALI CREEK - BAKKE|2010_09
52|EN-PEDERSON-154-94- 0409H-1|LOT 1  4  154 94 |MTL|17099|1433|580|30|1561|3004|0|HESS CORPORATION|ALKALI CREEK - BAKKE|2010_09
53|NELSON  14-33H|SWSW   33 155 94 |MTL|16552|160|14|3|0|150|0|HESS CORPORATION|ALKALI CREEK - BAKKE|2010_09
54|SARA G. BARSTAD 6-44H|SWSW   6  154 94 |MTL|15889|209|1265|29|406|797|0|HESS CORPORATION|ALKALI CREEK - BAKKE|2010_09
55|EMMA 31X-30|NWNE   30 155 94 |MTL|18501|7102|4280|30|6939|120|0|XTO ENERGY INC.|ALKALI CREEK - BAKKE|2010_09
56|HOVE 11X-35|NWNW   35 155 95 |WIL|15757|237|125|30|211|721|361|XTO ENERGY INC.|ALKALI CREEK - BAKKE|2010_09
